DataName,Device,Cycle,Vth,Rth,Ith,Pth,Vho,Rho,Device,Cycle,Vth,Rth,Ith,Pth,Vho,Rho,Device,Cycle,Vth,Rth,Ith,Pth,Vho,Rho,Device,Cycle,Vth,Rth,Ith,Pth,Vho,Rho,Device,Cycle,Vth,Rth,Ith,Pth,Vho,Rho
Units,,,V,\g(W),I,WV,\g(W),,,V,\g(W),I,WV,\g(W),,,V,\g(W),I,WV,\g(W),,,V,\g(W),I,WV,\g(W),,,V,\g(W),I,WV,\g(W)
Size,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm,80nm,80nm,80nm,80nm,80nm,80nm,80nm,80nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm
DataValue,1.0,32.0,2.3,244137.48795374235,9.339e-06,2.1479699999999997e-05,0.78,764124.3612397918,1.0,32.0,3.02,77891.7304946125,3.8515e-05,0.0001163153,1.98,356252.2265764161,1.0,32.0,2.38,35012.23944811216,6.7405e-05,0.0001604239,1.02,193885.16032811336,1.0,32.0,1.54,16922.734357604095,8.982e-05,0.0001383228,0.38,55944.055944055945,1.0,32.0,0.9,2783.4888502293215,0.00031615,0.00028453500000000004,0.78,5230.467473030402
DataValue,1.0,33.0,2.3,71901.60832544939,3.171e-05,7.293299999999999e-05,1.34,171706.33167098038,1.0,33.0,2.94,90067.85934608267,3.242e-05,9.531479999999999e-05,0.9,659025.7879656161,1.0,33.0,2.38,35155.66810665872,6.713e-05,0.0001597694,1.06,184504.9970103357,1.0,33.0,1.5,19030.47447601903,7.777e-05,0.00011665499999999999,1.54,1560.7023160422189,1.0,33.0,0.9,2676.80608365019,0.00032875,0.000295875,0.7,7302.971903844203
DataValue,1.0,34.0,2.58,98879.87640015449,2.589e-05,6.67962e-05,2.38,112781.95488721805,1.0,34.0,3.02,83553.82258738337,3.5905e-05,0.0001084331,0.98,644122.383252818,1.0,34.0,2.38,34841.662360670256,6.7735e-05,0.0001612093,0.94,201659.48954941705,1.0,34.0,1.5,19268.324436922274,7.681e-05,0.000115215,1.58,1600.3200640128027,1.0,34.0,0.9,2688.6648334860984,0.0003273,0.00029457,0.06,12463.971332865935
DataValue,1.0,35.0,1.78,242959.6907785754,7.244e-06,1.289432e-05,2.5,2519.118308591993,1.0,35.0,2.98,95391.55655816951,3.103e-05,9.24694e-05,0.30000000000000004,846336.9478973817,1.0,35.0,2.38,36947.162426614486,6.3875e-05,0.00015202249999999998,0.8200000000000001,221723.63732347896,1.0,35.0,1.5,19705.745289927436,7.5105e-05,0.00011265749999999998,2.3,2318.956469588685,1.0,35.0,0.9,2710.1940252540808,0.0003247,0.00029223,0.33999999999999997,11085.450346420323
DataValue,1.0,36.0,1.34,175298.8047808765,7.53e-06,1.00902e-05,2.34,2359.528094381124,1.0,36.0,3.06,88785.04672897197,3.424e-05,0.0001047744,0.86,734864.3006263048,1.0,36.0,2.38,46152.34184022685,5.1135e-05,0.00012170129999999999,1.26,159770.33015040882,1.0,36.0,1.54,17492.37585591806,8.6895e-05,0.0001338183,0.02,63266.11308817715,1.0,36.0,0.9,2688.6648334860984,0.0003273,0.00029457,0.86,2688.6648334860984
DataValue,1.0,37.0,1.82,180704.748519225,9.961e-06,1.812902e-05,2.9,2919.5620656901465,1.0,37.0,3.06,121843.6873747495,2.495e-05,7.6347e-05,0.9,705792.0981971615,1.0,37.0,2.38,35698.07895931024,6.611e-05,0.0001573418,0.74,231530.84539223154,1.0,37.0,1.5,19189.62722852512,7.7125e-05,0.00011568750000000001,2.54,2559.8720063996802,1.0,37.0,0.9,2803.887207264617,0.00031385,0.00028246500000000003,2.18,2199.8900054997252
DataValue,1.0,38.0,2.78,131023.02397341562,2.1065e-05,5.8560699999999997e-05,0.33999999999999997,600250.1042100876,1.0,38.0,3.02,102616.72652642381,2.9235e-05,8.82897e-05,0.98,665557.4043261231,1.0,38.0,2.42,42903.11047550947,5.594e-05,0.0001353748,0.62,249221.18380062308,1.0,38.0,1.54,17668.255259793095,8.603e-05,0.0001324862,1.74,1760.2640396059408,1.0,38.0,0.9,2785.691674580564,0.0003159,0.00028430999999999997,1.38,1399.930003499825
DataValue,1.0,39.0,2.18,140032.41491085902,1.5425e-05,3.36265e-05,0.98,305110.6025934401,1.0,39.0,3.02,101660.45408336158,2.951e-05,8.91202e-05,0.54,803616.2732295329,1.0,39.0,2.38,36416.94313710362,6.4805e-05,0.0001542359,0.7,233009.70873786407,1.0,39.0,1.54,17314.04487982686,8.779e-05,0.0001351966,2.02,2040.306045906886,1.0,39.0,0.9,2808.8094478135968,0.0003133,0.00028197000000000004,1.46,1479.926003699815
DataValue,1.0,40.0,2.3,110975.906546605,2.0545e-05,4.72535e-05,0.5800000000000001,748502.994011976,1.0,40.0,3.06,83677.40159647675,3.633e-05,0.0001111698,0.5,818188.9701833058,1.0,40.0,2.38,35997.55948749237,6.556e-05,0.0001560328,1.1,181582.36057068742,1.0,40.0,1.54,16996.53360169965,8.943e-05,0.0001377222,2.18,2200.550137534384,1.0,40.0,0.9,2770.3447190303796,0.00031765,0.000285885,0.14,12204.424103737605
DataValue,1.0,41.0,2.42,124287.93371310201,1.931e-05,4.6730199999999995e-05,1.3,586015.5382907881,1.0,41.0,3.06,95582.45558874392,3.1805e-05,9.73233e-05,2.62,209108.91089108912,1.0,41.0,2.38,34762.115186330826,6.789e-05,0.0001615782,1.1,182025.02844141072,1.0,41.0,1.54,18059.763559674448,8.4165e-05,0.00012961410000000002,0.74,45386.682591818455,1.0,41.0,0.9,2851.125870727361,0.00030865,0.000277785,0.38,10746.910263299302
DataValue,1.0,42.0,2.46,134918.44069670996,1.8085e-05,4.44891e-05,0.30000000000000004,899381.67509837,1.0,42.0,3.1,93107.61789600967,3.308e-05,0.00010254800000000001,0.5,862927.31496847,1.0,42.0,2.42,38935.756002595714,6.164e-05,0.0001491688,1.62,122205.66318926973,1.0,42.0,1.54,17487.344684767602,8.692e-05,0.00013385680000000002,2.66,2679.8660066996654,1.0,42.0,0.9,2889.9835796387524,0.0003045,0.00027404999999999997,0.5800000000000001,8941.87779433681
DataValue,1.0,43.0,2.7,134335.8395989975,1.995e-05,5.386500000000001e-05,0.26,1034928.848641656,1.0,43.0,3.1,89081.70643528561,3.4575e-05,0.0001071825,0.7,805639.4763343403,1.0,43.0,2.38,41064.90342787541,5.747e-05,0.00013677859999999999,0.8200000000000001,222723.05448760442,1.0,43.0,1.54,17562.10283073368,8.655e-05,0.000133287,1.42,21859.582542694494,1.0,43.0,0.9,2880.0523645884473,0.00030555,0.000274995,2.18,2199.8900054997252
DataValue,1.0,44.0,2.34,204270.30596522123,1.13575e-05,2.6576549999999995e-05,0.45999999999999996,896442.2448407881,1.0,44.0,3.06,104954.25513550837,2.8965e-05,8.863290000000001e-05,0.02,933706.8160597573,1.0,44.0,2.42,39669.42148760331,6.05e-05,0.00014641,0.45999999999999996,278099.6523754345,1.0,44.0,1.54,17639.54972728328,8.617e-05,0.0001327018,0.18,61747.452917567156,1.0,44.0,0.9,2946.099765651155,0.0002987,0.00026883,0.86,2946.099765651155
DataValue,1.0,45.0,1.1400000000000001,171871.40336069977,6.5165e-06,7.428810000000001e-06,0.42000000000000004,837058.8794825454,1.0,45.0,3.06,99055.06679700229,3.069e-05,9.39114e-05,0.1,937133.9320577898,1.0,45.0,2.38,39205.914112467806,6.0195e-05,0.0001432641,0.38,284393.8855314611,1.0,45.0,1.54,17309.11575471161,8.7815e-05,0.0001352351,2.54,2561.4087748261545,1.0,45.0,0.9,2880.5237315875615,0.0003055,0.00027495,0.8200000000000001,3949.224259520451
DataValue,1.0,46.0,2.5,161248.3745123537,1.538e-05,3.845e-05,0.74,194472.87615148415,1.0,46.0,3.06,101451.69364258302,2.9965e-05,9.16929e-05,0.86,712262.2420072844,1.0,46.0,2.42,40561.09514956904,5.917e-05,0.00014319139999999998,0.62,252018.11380192952,1.0,46.0,1.54,18092.00737963459,8.4015e-05,0.0001293831,1.74,1759.82401759824,1.0,46.0,0.9,2894.260812366387,0.00030405,0.000273645,1.02,1039.89601039896
DataValue,1.0,47.0,2.62,192307.6923076923,1.352e-05,3.54224e-05,1.06,768136.5576102419,1.0,47.0,3.06,90759.81489774594,3.3495e-05,0.00010249469999999999,0.66,765464.062587944,1.0,47.0,2.42,40626.322471434614,5.9075e-05,0.0001429615,0.8200000000000001,222487.08780294,1.0,47.0,1.54,17838.281891796738,8.521e-05,0.0001312234,1.34,25106.147314011447,1.0,47.0,0.9,2855.7520687976635,0.00030815,0.000277335,0.54,9472.259810554804
