DataName,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho
Units,V,V,V,V,V,V,V,V,V,V
Size,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,0.54,0.7,1.8599999999999999,1.58,0.14,1.02,1.94,1.78,0.62,1.94
DataValue,2.46,0.26,0.26,0.22,0.26,0.7,0.30000000000000004,0.26,1.78,2.26
DataValue,1.58,0.5800000000000001,0.22,1.3,1.18,0.5800000000000001,1.82,0.38,1.7,2.14
DataValue,0.26,2.14,0.78,1.78,1.5,1.02,1.7,0.86,1.8599999999999999,1.34
DataValue,0.30000000000000004,1.7,0.94,1.3,2.46,2.18,1.22,0.06,0.74,0.5
DataValue,1.62,1.54,0.26,1.1400000000000001,0.7,0.86,0.42000000000000004,1.38,0.7,2.02
DataValue,2.54,1.66,1.5,1.1400000000000001,1.8599999999999999,1.78,1.78,0.94,0.54,0.33999999999999997
DataValue,0.45999999999999996,0.42000000000000004,0.02,0.30000000000000004,1.42,0.62,2.3,0.38,2.18,2.46
DataValue,0.62,0.06,1.58,2.1,0.54,0.86,1.34,0.22,2.1,1.58
DataValue,0.62,0.42000000000000004,1.22,2.18,0.38,1.02,0.78,0.26,1.06,1.8599999999999999
DataValue,0.74,0.33999999999999997,1.62,0.7,1.22,1.3,2.5,0.45999999999999996,2.22,2.26
DataValue,1.94,1.54,0.98,2.66,0.14,1.26,2.46,1.94,2.14,0.26
DataValue,0.26,1.8599999999999999,1.9,2.5,0.74,1.3,0.5,0.74,1.38,0.5
DataValue,0.1,1.3,1.1,1.82,0.38,2.22,0.5,1.98,0.42000000000000004,1.98
DataValue,0.22,2.1,1.18,1.42,0.26,1.18,1.7,2.06,1.9,0.9
DataValue,0.14,0.26,1.66,0.45999999999999996,2.22,0.14,2.1,0.5,1.78,1.34
DataValue,2.38,1.38,0.42000000000000004,0.22,1.22,0.26,0.1,1.22,1.3,0.5
DataValue,0.74,2.06,0.14,0.86,1.66,1.1400000000000001,2.02,1.7,1.26,1.42
DataValue,0.62,1.82,2.22,2.26,1.26,0.62,2.3,2.26,1.1,1.66
DataValue,2.66,1.58,1.9,0.26,2.38,1.38,1.46,0.06,1.18,1.8599999999999999
DataValue,0.86,1.06,1.66,2.18,2.14,1.66,2.02,0.30000000000000004,1.74,0.02
DataValue,0.8200000000000001,0.33999999999999997,2.5,0.38,0.1,1.82,2.42,1.66,0.14,0.02
DataValue,2.62,0.33999999999999997,0.42000000000000004,1.3,0.66,1.38,1.06,1.46,1.62,0.02
DataValue,2.58,1.1400000000000001,2.06,1.94,0.22,2.06,1.26,2.34,2.22,1.1
DataValue,0.86,0.06,2.1,0.74,0.42000000000000004,0.94,0.26,1.34,1.9,1.34
DataValue,2.26,0.8200000000000001,1.7,1.74,1.7,1.26,0.42000000000000004,2.38,1.46,0.9
DataValue,0.78,0.5800000000000001,1.06,2.06,1.18,0.5,0.33999999999999997,0.5,2.06,1.42
DataValue,0.02,0.22,1.54,1.3,1.54,2.1,2.02,1.8599999999999999,1.9,2.18
DataValue,1.66,1.7,0.98,0.86,1.7,1.58,1.42,0.30000000000000004,1.1400000000000001,1.58
DataValue,1.3,1.62,2.22,0.02,0.62,1.58,1.9,0.22,0.33999999999999997,0.22
DataValue,2.54,0.94,1.82,0.8200000000000001,1.22,1.02,0.06,1.42,1.46,0.06
DataValue,0.38,1.54,1.02,1.74,1.42,0.14,0.8200000000000001,2.22,0.54,2.02
DataValue,1.54,0.22,2.14,1.98,2.18,1.18,0.9,2.18,1.98,0.94
DataValue,1.58,1.8599999999999999,1.94,1.94,0.74,0.38,2.14,2.3,1.22,1.3
DataValue,2.3,1.34,2.06,1.9,1.66,1.26,1.26,2.22,1.38,0.26
DataValue,0.02,0.7,0.86,0.14,0.5800000000000001,1.82,1.7,1.3,0.7,0.66
DataValue,2.54,1.94,2.06,2.02,0.62,1.9,2.06,1.8599999999999999,0.06,0.02
DataValue,1.74,0.30000000000000004,0.86,2.1,1.8599999999999999,2.1,2.3,2.1,1.58,0.06
DataValue,2.02,1.06,3.1,1.58,0.78,1.26,2.02,2.06,2.06,0.45999999999999996
DataValue,2.18,1.02,0.66,1.22,1.98,0.9,0.62,0.18,0.22,0.1
DataValue,0.74,1.02,0.94,1.22,0.62,0.7,1.78,0.62,2.26,1.38
DataValue,2.66,0.02,1.78,1.22,0.18,1.94,2.38,0.1,0.8200000000000001,0.06
DataValue,1.42,0.18,1.98,1.46,1.8599999999999999,0.74,1.38,0.54,0.54,2.38
DataValue,0.18,1.58,0.33999999999999997,1.3,0.38,0.14,1.02,0.98,1.06,0.06
DataValue,2.54,1.58,2.3,2.18,0.42000000000000004,2.06,0.26,1.18,1.8599999999999999,0.98
DataValue,1.74,1.1,0.33999999999999997,1.06,1.38,0.22,0.9,0.38,1.94,0.02
DataValue,1.34,0.98,0.06,0.14,0.38,1.9,2.26,1.78,0.7,0.02
DataValue,1.62,1.74,1.02,0.06,0.7,1.06,1.34,0.33999999999999997,1.94,1.7
DataValue,0.8200000000000001,0.94,0.5800000000000001,0.26,0.06,1.22,2.26,1.34,0.5,0.5
DataValue,0.74,0.94,1.9,1.78,0.74,1.18,1.54,2.22,1.42,0.74
DataValue,1.62,0.94,2.3,0.30000000000000004,0.18,0.06,0.5,0.5800000000000001,0.74,0.38
DataValue,1.22,0.5,0.42000000000000004,2.02,1.18,1.74,1.74,2.3,1.26,0.22
DataValue,1.1,2.14,2.74,1.74,1.22,1.18,2.1,1.06,1.46,0.06
DataValue,0.62,0.45999999999999996,1.78,1.42,0.22,0.45999999999999996,1.58,1.18,0.7,0.42000000000000004
DataValue,0.42000000000000004,2.22,0.8200000000000001,2.06,2.22,1.82,0.98,1.06,0.18,1.34
DataValue,1.1,1.82,2.42,0.62,1.62,0.33999999999999997,1.34,0.42000000000000004,1.34,0.86
DataValue,0.33999999999999997,0.02,1.74,1.7,2.06,1.78,0.33999999999999997,0.94,1.58,0.5800000000000001
DataValue,0.02,0.42000000000000004,0.98,2.14,1.8599999999999999,1.98,1.62,1.66,0.1,1.5
DataValue,1.74,0.45999999999999996,2.02,2.22,0.9,1.3,1.78,0.86,0.8200000000000001,1.7
DataValue,2.46,0.38,2.5,0.62,1.98,1.78,0.74,1.38,0.78,0.18
DataValue,2.1,0.14,0.38,2.1,1.8599999999999999,1.34,0.26,0.38,1.7,0.06
DataValue,2.66,0.02,0.22,1.1400000000000001,0.38,2.18,0.06,1.42,1.82,2.98
DataValue,2.1,0.06,0.22,0.1,1.54,2.14,1.62,0.78,2.1,0.06
DataValue,1.5,2.14,0.30000000000000004,0.14,0.02,1.1400000000000001,1.22,0.7,0.26,0.14
DataValue,2.66,1.58,0.42000000000000004,2.1,0.30000000000000004,1.02,2.78,1.46,0.33999999999999997,1.1
DataValue,0.5800000000000001,2.1,1.22,2.18,0.9,1.74,0.78,1.02,1.78,0.22
DataValue,1.74,0.18,0.02,0.74,0.22,2.14,0.98,1.46,1.42,2.7
DataValue,0.5,1.1400000000000001,0.7,2.06,0.45999999999999996,0.98,2.22,1.06,1.38,0.45999999999999996
DataValue,0.62,0.54,1.42,0.02,1.74,0.9,0.45999999999999996,2.06,1.38,0.94
DataValue,2.46,0.06,2.98,1.78,1.78,1.46,0.54,1.34,1.9,0.5800000000000001
DataValue,0.8200000000000001,0.18,1.82,0.33999999999999997,1.82,0.66,0.06,1.1400000000000001,1.3,2.74
DataValue,1.18,0.22,1.06,1.46,0.98,1.06,2.14,2.14,2.18,0.86
DataValue,1.82,1.26,2.14,1.22,0.26,1.06,0.94,1.46,0.33999999999999997,0.98
DataValue,2.1,1.94,0.1,0.86,2.54,1.46,0.38,1.58,1.5,0.26
DataValue,1.62,0.38,0.62,1.18,0.22,0.8200000000000001,0.06,1.34,1.22,0.22
DataValue,1.58,0.78,1.1400000000000001,0.22,2.02,0.66,1.74,1.66,0.94,1.38
DataValue,0.42000000000000004,0.1,1.74,0.66,1.54,1.54,0.02,0.18,1.54,0.06
DataValue,1.42,0.06,2.38,0.26,1.54,0.18,2.1,0.98,1.58,0.02
DataValue,1.82,1.46,0.02,0.5,0.14,0.78,1.02,1.46,0.06,0.14
DataValue,0.14,2.02,0.66,0.54,2.74,1.42,0.62,0.06,1.98,0.26
DataValue,0.66,1.02,0.5,1.74,1.1,0.9,0.5,0.62,1.3,0.42000000000000004
DataValue,0.1,1.94,1.22,1.98,0.02,1.54,0.45999999999999996,1.46,0.06,2.82
DataValue,1.94,2.1,1.5,1.78,0.33999999999999997,0.86,0.06,1.02,1.18,0.06
DataValue,1.06,1.62,1.22,0.45999999999999996,1.58,0.02,0.5800000000000001,1.8599999999999999,1.46,2.42
DataValue,2.22,1.1400000000000001,0.5,0.54,0.14,0.26,0.42000000000000004,1.42,1.1400000000000001,0.30000000000000004
DataValue,0.8200000000000001,1.8599999999999999,1.06,0.62,1.54,0.38,0.14,1.46,0.30000000000000004,0.14
DataValue,1.02,2.18,0.30000000000000004,1.58,0.1,0.98,0.30000000000000004,1.1,1.38,0.94
DataValue,0.18,0.14,0.42000000000000004,1.66,0.33999999999999997,1.78,0.38,1.66,1.58,1.1400000000000001
DataValue,2.18,0.5,0.5800000000000001,1.66,1.34,1.1400000000000001,0.66,1.94,1.34,2.7
DataValue,0.22,1.98,0.1,1.46,1.06,1.78,0.78,1.46,0.30000000000000004,0.26
DataValue,1.3,1.94,1.54,1.02,0.1,0.38,0.18,1.02,1.5,0.5
DataValue,0.8200000000000001,1.3,0.06,1.1400000000000001,2.06,0.45999999999999996,1.06,1.1400000000000001,0.98,2.38
DataValue,2.06,1.54,2.3,1.5,2.02,0.14,1.34,1.7,1.38,0.38
DataValue,0.06,0.94,0.74,0.06,0.98,0.22,1.5,1.9,1.06,2.26
DataValue,1.3,0.7,1.06,1.7,0.26,0.02,0.62,1.58,0.38,0.74
DataValue,0.1,1.98,0.74,0.42000000000000004,0.94,0.62,0.14,1.9,1.82,0.22
DataValue,0.22,0.5800000000000001,0.33999999999999997,1.54,0.86,0.14,0.42000000000000004,0.5,1.66,0.38
DataValue,1.46,1.18,0.22,2.06,0.26,0.26,1.94,1.82,2.1,2.02
DataValue,1.98,0.33999999999999997,2.58,1.58,1.1,0.54,0.1,1.34,0.5800000000000001,0.5
DataValue,1.62,0.06,0.30000000000000004,1.06,0.26,1.46,0.22,1.8599999999999999,1.42,0.45999999999999996
