DataName,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho
DataValue,891464.2299977714,1029159.5197255574,241528.03450400493,390625.0,411826.8215417107,789441.2236338967,507399.577167019,606022.3470740484,268810.75243009726,625978.0907668232
DataValue,309669.8802220275,698584.763625414,687791.6973716533,801502.8177833438,374164.8106904231,448288.4638811061,159480.76031525267,687285.2233676977,447844.7471543198,291970.802919708
DataValue,565306.5876453158,334364.28989383933,2799.4401119776044,881591.2722464048,531365.3136531366,854062.1330201773,443883.9848675914,631548.7297258504,361581.92090395483,360492.02289611497
DataValue,432154.3408360129,341787.1102627034,299625.46816479403,558239.398819109,116071.42857142858,621484.0610768818,396776.19342839427,566421.8072395788,272506.08272506087,312836.05435526447
DataValue,758462.9970442251,1162115.0493898897,219611.28802020426,684931.506849315,723000.4518752823,730558.4927424781,140996.16858237548,714285.7142857143,426959.43885330897,639488.4092725819
DataValue,899482.7973915,603469.9522252954,456409.3421287217,957395.8831977024,400835.0730688935,660216.2777461582,530679.9336650083,470477.5346977182,452847.27725574555,363023.4668741086
DataValue,541481.3382324502,2360.23602360236,173433.188805676,559701.4925373134,573387.3480835151,303330.03626772173,181155.41809344967,726832.222895215,307003.51774864085,337402.88568257494
DataValue,692783.5051546391,402010.05025125627,2640.13200660033,691729.3233082708,177625.96071733563,901126.4080100125,506062.2034791776,495540.1387512389,294117.64705882355,129935.59227107251
DataValue,489579.88752894476,701754.3859649124,2880.2880288028805,973128.3865973682,2639.2082375287414,397108.0176972052,226941.15739990273,503510.04599370615,432695.55810966133,433333.3333333334
DataValue,447842.7089022392,2560.3840576086413,2600.2621231979033,1152488.6551898005,169265.03340757237,914076.7824497258,459338.13550475,644057.5626446614,267469.07388833165,611620.7951070336
DataValue,356252.2265764161,1081081.0810810812,767202.109805802,1171875.0,209502.43172465393,835696.1647515297,296948.03409403353,525385.1982823946,228180.26240730175,502978.16015883524
DataValue,659025.7879656161,210097.35114330993,558139.5348837209,664421.9977553311,308002.5666880557,913242.0091324201,535296.0856473737,579710.1449275363,362446.51396929275,617403.0484275516
DataValue,644122.383252818,2918.978357574849,354787.3550147828,1222307.104660046,540821.6328653146,899381.67509837,2639.8680065996705,657155.2096843926,471142.52061248524,2559.3601599600097
DataValue,846336.9478973817,965434.0143091114,500670.54090299516,305414.16011105967,456469.72206883854,643815.2011922504,2115.8230734154126,824175.8241758241,293119.82629936223,624349.6357960458
DataValue,734864.3006263048,623629.7198538368,450783.5886599753,671031.0965630115,637316.5618448637,595533.4987593051,405485.98688133573,185449.35805991443,474847.90028194094,627697.1361318164
DataValue,705792.0981971615,1150996.3311991943,164979.37757780278,1193207.8935291418,334973.3068146132,400478.83338774624,382135.1803200382,596125.1862891207,293501.0482180294,2760.27602760276
DataValue,665557.4043261231,272340.4255319149,305688.23273990443,1110417.1004233465,382478.3563767929,799942.8612241984,546709.4922435591,774962.742175857,430030.46049095143,2558.3370808974164
DataValue,803616.2732295329,960691.6980225762,740877.9403593258,1284338.2090617195,525916.5613147914,614134.1160532852,291237.7604820487,661157.0247933884,260689.24656857905,253109.94463219962
DataValue,818188.9701833058,772200.7722007722,2589.2586224334987,1389130.057301615,723872.719046901,778168.0626857607,2494.213236336152,879483.3035591589,482024.5029122313,347364.612230129
DataValue,209108.91089108912,1007849.597829247,809061.4886731392,1122570.686872939,473101.8695154521,878204.0726713871,566772.9365922777,761734.0651954744,451620.18742237776,126455.90682196339
DataValue,862927.31496847,2680.2680268026807,721442.885771543,527336.176812718,538213.1324004305,719424.4604316547,215902.01370147397,183397.01285168462,474742.2298049106,365837.2562205784
DataValue,805639.4763343403,1154401.1544011543,583167.660702452,1203973.1112671818,181219.11037891268,2400.2400240024003,147013.7825421133,981996.7266775777,388821.38517618465,331578.35779097123
DataValue,933706.8160597573,1190919.2407889839,667014.0698280354,1383843.6256702994,2679.062328185136,906104.8816400497,2919.5620656901465,733675.7153338225,230425.22549837033,254524.88687782804
DataValue,937133.9320577898,2679.8660066996654,563049.853372434,1061904.187281284,783034.2577487765,890992.6214673535,60306.73251884585,837089.5041854476,387854.0443990814,567519.6351659489
DataValue,712262.2420072844,250147.8914899011,249886.11960694994,610488.7157006008,208084.06596264892,898876.404494382,419458.19982522575,776914.5394006659,500573.5738867452,251011.01659461722
DataValue,765464.062587944,952532.1479599936,2960.2960296029605,1373233.3924586598,696378.8300835656,270049.0998363339,274914.08934707905,252325.45707259703,337388.4833738848,580778.4665214721
DataValue,924214.4177449169,293951.3849632561,797408.422626464,637560.6375606376,115617.71561771561,480245.70710596116,2518.7893560836887,625814.8631029987,432933.90027058375,2890.405459654757
DataValue,741874.1595956786,1123279.9775344005,414262.4648616659,1077283.3723653397,2400.360054008101,878477.3060029283,241869.58653374732,890688.2591093119,472324.7232472325,482939.6325459318
DataValue,919540.2298850573,2439.878006099695,152504.03877221324,366080.3660803661,263488.08030112926,783494.3849569077,514072.74129289296,489719.0393972689,293873.6817158431,421290.20124130155
DataValue,928612.8845037725,1759.91200439978,434782.6086956522,767289.2478546188,674448.7678339819,861914.1677141318,304414.00304414006,935672.5146198831,413837.6980278047,468406.928519151
DataValue,874954.4294567991,1132663.174288546,776699.0291262136,503622.758047274,2800.420063009451,851970.1810436635,590115.5642980083,159024.1698667269,336082.15341527935,596302.9218843173
DataValue,712349.9806426635,1839.2642942822872,2879.280179955011,1326699.8341625207,616696.1411145877,466019.41747572814,378912.68533772655,700781.0789108694,414620.84015275503,191190.25304592316
DataValue,661375.6613756614,103669.9149906697,485051.2230817478,1254812.4910879796,545023.6966824644,459314.98713126115,2879.5680647902814,801488.4786031202,450216.45021645026,625570.1811546982
DataValue,885690.5618599502,269127.2587466359,781504.3959622273,848243.8701126573,427738.17239144526,748863.3324418295,547992.1226132374,795574.616197402,543367.5202064797,534918.2763744429
DataValue,904684.9757673668,130899.93706733796,335043.45094754477,1330671.9893546242,618291.112065264,513253.4188755698,321151.7165005537,786678.9038940605,378698.224852071,613653.7969828688
DataValue,815217.3913043478,106767.15339927775,2680.2680268026807,391370.5990857326,2639.4721055788846,614859.0947907772,438356.16438356164,893078.6405358472,543478.2608695653,2199.5600879824037
DataValue,733639.0162567737,1719.9140042997851,2879.85600719964,796359.4994311718,799120.96693637,178064.85401300574,102135.56174558961,515927.30115301936,356801.52914941066,658165.364047717
DataValue,878975.9929681921,24943.55445651005,184609.9227833496,346837.2423596304,2400.600150037509,473815.46134663344,601277.7151446826,940991.9623603214,504153.53766828985,380818.053596615
DataValue,901408.4507042255,2517.9856115107914,2920.2920292029203,1136825.0101502235,1736.0426119550207,782157.0424686832,2880.2880288028805,976562.5,495216.65728756326,1757.4516950421887
DataValue,137057.02886646325,142563.39958875944,540540.5405405405,683461.1171960569,171122.9946524064,783196.8672125312,205303.67835757058,438196.09275150625,366566.5981987676,411462.16017634096
DataValue,507258.46821291506,28406.569019085666,737939.3044922056,892193.3085501859,793126.2392597487,312690.00260575005,474871.38899881276,624390.2439024391,536232.9634318909,180403.6531739768
DataValue,818653.6071924567,19191.226867717618,291125.6306343561,713447.5475240553,732356.8575233022,516937.53671431367,555893.3379657777,637450.1992031873,393051.4125285138,384923.81716118683
DataValue,831255.1953449709,1800.6302205772022,195057.907816383,770791.07505071,468876.3136620857,806625.8552394672,560126.0283563802,560813.1791097091,628107.8251766553,545888.7751620607
DataValue,344250.5378914655,2364.610991433295,477042.3375074538,1336395.907287534,371093.75,427459.6352654199,432186.5226044925,120603.01507537688,523217.78940483974,103905.74264774099
DataValue,721339.630742808,118290.69939376017,380761.5230460922,180000.0,549752.6113249038,335316.387236344,612604.3341756642,239216.56574717799,664819.9445983379,40223.463687150834
DataValue,410345.95656444394,2556.4210105851807,815868.6451481312,1085645.3558504223,2000.10000500025,579574.666978266,255370.54611336382,609814.1972367794,689853.4061511928,40833.218374948265
DataValue,790008.7133313972,2880.4320648097214,578434.4545740333,1010260.4577742699,441095.3868774122,778816.199376947,238151.1946729338,950400.9504009505,703252.543011428,387159.2192289079
DataValue,486111.11111111107,160711.7233462477,807265.3884964682,275831.8739054291,413284.13284132845,784912.2424506705,555700.2691673179,2239.552089582084,717617.5098672409,2039.79602039796
DataValue,915331.8077803203,89797.95460214517,543035.5688297583,1050934.4957305787,178637.8861183476,331881.3524165111,580130.529369108,559049.6156533892,512820.5128205128,1719.9140042997851
DataValue,446041.3827282865,144456.4824846515,417241.90826813935,1381374.4675952573,250484.56836141343,1160.4641856742696,367751.06082036777,407055.6309362279,546244.5685909373,1400.0700035001748
DataValue,853030.0337657721,387700.53475935827,497854.0772532188,318133.61611876986,255941.4990859232,2919.854007299635,629755.9695617948,2279.658051292306,735361.706039158,86192.2313580947
DataValue,813421.4539908491,170502.98380221653,774015.2038700761,1086292.3484282708,2440.976390556222,15928.739848048206,463555.9621835926,104131.29598189022,510073.960724305,83714.26997852068
DataValue,472883.10920644307,3081.0783774321017,2639.3401649587604,1290738.9480477574,216655.3825321598,246072.7232780402,472285.9954083306,1761.4091273018414,674122.8742148001,235488.0489815142
DataValue,277826.01146032294,1440.7924358397117,796654.0529774945,1313844.6378715718,18579.35878554435,2390.476649477083,646551.724137931,136228.1822051937,721923.9272661643,186007.18664130205
DataValue,317062.9954109303,2719.7280271972804,2840.5681136227245,661840.7445708376,1839.0804597701149,164232.1358073431,626468.2850430697,258523.18629827112,724900.3262051467,99330.59814294969
DataValue,639409.7755917615,2439.0243902439024,797607.1784646063,725750.1744591766,2799.580062990551,3159.8420078996055,77332.04446592557,678466.0766961653,710651.6999111685,2361.0624781151514
DataValue,750281.3555083155,1680.16801680168,444444.4444444445,809815.9509202454,94139.79759943516,108813.9281828074,134873.55604121136,723399.9799055561,687462.4043997595,73142.85714285714
DataValue,299034.9327171402,1759.3842155245666,2719.456108778245,444713.9680614514,2639.07632328685,28361.610534312484,664267.9213949626,419075.1445086705,497607.6555023924,2400.360054008101
DataValue,867208.6720867209,174509.19289498287,671951.2835319439,735532.7203893997,2639.8680065996705,44664.66606183265,420499.3429697766,569974.5547073792,2472.7336954121956,170031.88097768332
DataValue,636604.774535809,2438.2931947636653,122244.48897795592,511949.8498106308,2200.990445700565,378743.04651438043,477536.91486019484,969814.5229724814,511415.52511415526,23288.749016522423
DataValue,783353.7331701347,135331.07781536976,148008.7801818752,717167.1896010758,24646.128226477933,839748.0755773268,150670.04708438972,750306.6156842941,685224.8394004283,90857.46734809768
DataValue,768270.4311917794,32076.032076032076,274688.36306635814,1122314.7742218326,1959.2163134746102,788643.5331230283,268248.6458602012,572041.4730067931,387376.8575722157,134128.16691505216
DataValue,768327.8198698111,2280.342051307696,2919.854007299635,504309.7902997556,2360.590147536884,368937.81612615293,603136.3088057901,2119.576084783044,757678.2573400082,1479.1864474539004
DataValue,318372.7614415211,2399.8800059997,709026.4521407145,1229459.7470150136,21629.16448630734,132947.97687861274,643293.663557414,2048.2955971685324,477071.7663993419,56737.58865248227
DataValue,311447.1812532755,2834.472778082739,133532.04172876306,1328903.65448505,216450.21645021648,201698.5138004246,552949.888916317,1574.1675075681133,404040.4040404041,1999.90000499975
DataValue,143426.29482071713,2441.709196437506,376878.02393684746,1396160.5584642235,340218.71202916163,421556.8862275449,239337.64697697072,465617.5899978444,569620.2531645569,60229.13256955811
DataValue,707755.824240637,2358.466996452306,2718.91243502599,638380.6928766057,770156.4380264742,15151.515151515154,377833.7531486146,98482.67964500429,587648.8797943229,434979.6103307658
DataValue,826275.5629002274,86433.09152647015,2880.2880288028805,1326944.3420567636,1320.9907430572932,45693.39730408956,699606.47135986,185966.42272922947,619533.527696793,379727.4536824376
DataValue,704358.2164643734,32105.76015108593,298963.8185833192,887189.292543021,2920.8762628788636,2037.962037962038,523446.0196292257,483320.19963225635,697748.1763399936,231228.0917532747
DataValue,409051.34899912967,48428.405122235155,2959.408118376325,913482.6526130874,2559.74402559744,81259.52260030471,403167.7465802736,71156.28970775094,778058.7434351294,620876.9887466046
DataValue,607869.7421981004,86631.65304022958,385015.6087408949,1173594.1320293397,1719.7420386941958,107768.29815895823,388412.36446026864,376073.91797698167,316122.2339304531,2480.4960992198444
DataValue,805549.3398970687,1799.1004497751123,465815.1765589782,1214285.7142857143,1999.0004997501248,46923.114521726384,723719.9203908088,105896.5102286402,747896.540978498,479904.0191961608
DataValue,696089.3314642045,16773.389244630816,633333.3333333334,1460653.642505021,2640.6601650412604,12066.36500754148,2640.2640264026404,164065.98305840392,572246.0658082976,184404.34024849607
DataValue,820092.2603792927,98039.21568627452,459429.41830307525,852233.676975945,126582.27848101266,11525.086934923,453206.43553138454,1530.4838141267685,753413.906765029,2958.816473410636
DataValue,353583.4994366929,33871.15230575581,586862.2874291431,1448750.4527345167,2478.8845019741116,4217.502635939147,600375.2345215761,841219.7686645637,733571.0646968924,2479.75202479752
DataValue,745257.4525745257,2279.5440911817636,436580.1223747313,914866.5819567981,70098.5761226725,2640.6601650412604,272018.57687842095,899887.5140607423,673211.781206171,306110.24751883297
DataValue,825309.4910591472,2039.2862498125658,162857.14285714284,1479768.7861271678,1960.0980049002449,18175.20901490367,284116.13246914675,1923.5585833792516,322204.55749867513,1879.4361691492552
DataValue,868621.0640608035,271245.7617849721,2800.1400070003497,591675.2665978672,2638.5487981610117,2199.8900054997252,467955.23906408955,855614.9732620321,509554.1401273885,2840.2840284028402
DataValue,736648.2504604051,523423.18764721276,740242.2611036339,409506.3985374772,2359.410147463134,154805.41818963664,180140.4035498256,570206.6999287241,644295.3020134228,196735.9713838587
