DataName,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth
Units,W,W,W,W,W,W,W,W,W,W
Size,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,0.0001346723,0.002803725,9.32275e-05,0.002444805,7.65765e-05,0.0022566630000000003,0.00013851749999999998,0.0001374957,0.0032738999999999997,0.00014390180000000002
DataValue,0.00013247999999999998,0.00271707,8.65525e-05,0.002044777,8.3022e-05,0.002514155,0.0001320518,0.0001316016,0.000127134,0.0001376876
DataValue,0.00012970849999999998,0.002364957,8.28675e-05,0.002059176,0.003569085,0.002882118,0.00012952059999999998,0.00016302509999999997,0.000131313,0.00014045890000000002
DataValue,0.00013402099999999998,0.00010599420000000002,7.29902e-05,0.002299885,0.003624571,0.002387803,0.0001373967,0.000148821,0.00013123950000000002,0.0001365106
DataValue,0.0001330895,0.00010619750000000001,8.282399999999999e-05,0.002162875,0.002763445,0.002825874,0.0001324021,0.00014453829999999998,0.00012806850000000002,0.0001373452
DataValue,0.000130088,0.0001021422,7.50975e-05,0.0021395610000000003,0.002068152,0.002578211,0.0001351367,0.0001515782,0.00012127500000000001,0.0001376234
DataValue,0.0001306515,0.0001030303,8.86617e-05,0.0001188556,0.0022730759999999997,0.002014038,0.00012848099999999998,0.00015068549999999997,0.0001647907,0.000138565
DataValue,0.00016074630000000002,0.00011509310000000001,7.89525e-05,0.00015524870000000002,0.002224329,0.001958595,0.0001369108,0.00014353259999999997,0.0001577501,0.0001327977
DataValue,0.0001663389,0.0001162376,7.233499999999999e-05,0.0001400432,0.003012214,0.002578203,0.00017500699999999997,0.0001470469,0.000156648,0.00013731310000000003
DataValue,0.0001667601,0.00011522390000000001,8.14581e-05,0.00013529080000000002,0.0001162555,0.00288876,0.0001338937,0.0001500753,0.0001553105,0.000126474
DataValue,0.00016238429999999998,0.0001403262,9.323790000000001e-05,0.0001289034,0.0028152130000000004,0.002105765,0.0001313512,0.00014670789999999997,0.0001523787,0.0001379016
DataValue,0.000127374,0.00014639790000000002,7.15575e-05,0.00012196010000000001,0.0035242350000000006,0.0026328680000000004,0.00013400669999999999,0.0001505838,0.00014815220000000001,0.0025556640000000005
