DataName,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth
Units,\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W)
Size,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,77332.04446592557,110460.2510460251,96091.20521172638,99599.07153407892,101202.82040647033,81906.18019359643,105433.901054339,85507.24637681158,86828.55040470934,90200.90200902011
DataValue,76741.27624078965,88560.88560885609,94793.53680430881,107709.33234968646,133453.56176735798,98969.07216494845,100264.78375992939,106645.12219753586,80437.46692538366,84210.52631578948
DataValue,95977.41707833452,98383.69641602249,85268.85141584474,119808.30670926518,135977.33711048157,116268.98047722343,134216.33554083883,104748.6033519553,79647.46205320711,85836.90987124464
DataValue,92524.30439155213,87505.77723001078,87853.57737104826,121386.09801107238,127906.97674418605,105122.83374595315,110085.09867825458,100662.25165562914,76444.71409070225,75117.3708920188
DataValue,93369.41813261162,91011.05592052556,84038.88366259016,124044.18011894646,135982.3399558499,104783.59908883827,109281.96147110334,124197.88863589318,92698.17914290969,85774.45912310934
DataValue,96033.40292275573,101929.37750273025,101577.52981916122,108088.36954537155,128026.26179729177,105122.83374595315,116497.69585253457,126062.61662865437,78171.97835237524,72231.9024235704
DataValue,95700.4160887656,100737.54272351142,83411.14223467166,118613.50430775394,145525.10308028135,100528.13695137497,128000.0,99232.90354170067,106557.37704918033,76114.17125688533
DataValue,97681.82622544681,91333.01173822157,86577.28961395576,130463.1441617743,57084.60754332315,100254.26807119505,131120.67199344398,117065.45382637928,85742.12406625527,81182.12568987004
DataValue,82256.16921269095,107341.38393712862,100318.17331087404,118795.76891781937,200972.44732576984,110245.65608148591,114954.76317189996,116693.67909238249,93866.66666666667,70111.81625868841
DataValue,98591.54929577465,93313.61918843437,96611.39149242971,126848.08227983715,289618.124489081,118820.28431996606,134861.7666891436,109981.16760828624,103814.39244986238,89976.3220205209
DataValue,103016.92420897719,89589.90536277603,101959.29237207533,105563.48074179744,297766.74937965255,144345.61626429477,112224.44889779559,115805.94679186228,100265.85643752375,75447.15447154471
DataValue,87170.04297114794,174273.85892116182,95069.173465768,124657.82269951569,45930.42890915232,124128.62604002698,261464.19951729686,131351.23141779454,92469.35201401051,77191.81500582266
DataValue,89336.26926706512,2824.807605251245,95594.79222400572,122226.87316868982,67774.08637873754,105750.16523463318,128138.52813852814,110085.09867825458,118838.62255232951,80977.31239092496
DataValue,82098.06157354618,153078.20299500832,101714.50587555385,124459.80985306828,131910.76624636276,108251.9964507542,122473.97428046541,116274.62229871868,116865.86985391767,82798.00142755175
DataValue,86694.76219145094,119918.2375652964,99248.12030075189,114308.39452272277,59275.82832378023,99458.59234008421,139632.30160577147,146425.9213455355,111959.28753180662,81005.58659217876
DataValue,98184.96110630942,162767.03967446592,87197.00666992029,204588.19104926664,135897.4358974359,135480.28872848419,116475.09578544062,194720.60335961604,112700.10672358592,85830.55863854976
DataValue,109335.8999037536,200075.78628268285,94616.0635481024,27129.463395172552,133490.01175088133,104986.87664041994,136322.86995515696,75185.2521236219,103037.29334871205,80723.72999304105
DataValue,95366.01746138348,205411.05986401028,90357.38368172623,77698.91669779604,155253.67341280842,94254.12361790828,113964.38612933458,27732.57870534135,96005.73168547377,74577.34239216306
DataValue,91709.58631001828,156816.1568161568,100000.0,98218.58449687049,175399.47974730583,118993.13501144166,125025.37040795616,25953.802232026992,120163.85980883022,85075.17418408506
DataValue,88202.86659316426,159381.5046089801,101939.90110308102,117797.69526248398,84622.91870714986,3064.847692020183,125360.82474226804,19960.079840319362,116018.45748187212,85294.11764705881
