DataName,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith
DataValue,7.244e-06,0.000178,2.677e-05,5.0085e-05,1.411e-05,1.76e-05,8.797e-06,2.084e-05,2.3925e-05,2.466e-05
DataValue,7.53e-06,0.0001233,3.2475e-05,8.255e-05,1.0399e-05,1.197e-05,9.942e-06,3.1565e-05,2.0515e-05,1.4495e-05
DataValue,9.961e-06,0.0001706,2.768e-05,1.798e-05,8.3395e-06,1.7305e-05,1.4165e-05,1.295e-05,2.1725e-05,1.325e-05
DataValue,2.1065e-05,0.0001756,2.8595e-05,2.9245e-05,1.3645e-05,1.8715e-05,1.4365e-05,2.0445e-05,2.279e-05,1.403e-05
DataValue,1.5425e-05,0.00011083,2.8645e-05,4.93e-05,2.905e-05,1.13035e-05,1.1185e-05,1.4725e-05,2.13e-05,1.456e-05
DataValue,2.0545e-05,0.0001309,2.908e-05,1.986e-05,1.2685e-05,1.432e-05,2.7755e-05,1.2e-05,2.455e-05,1.3185e-05
DataValue,1.931e-05,7.4985e-05,3.219e-05,8.4515e-06,2.553e-05,2.1935e-05,1.681e-05,1.5055e-05,1.942e-05,1.0419e-05
DataValue,1.8085e-05,8.355e-05,3.0675e-05,1.163e-05,1.8315e-05,2.104e-05,1.09595e-05,1.892e-05,2.128e-05,1.568e-05
DataValue,1.995e-05,0.00014,3.176e-05,3.645e-05,9.6375e-06,5.6375e-05,2.495e-05,1.679e-05,2.0135e-05,1.0997e-05
DataValue,1.13575e-05,0.0001027,2.983e-05,1.0103e-05,2.91e-05,4.082e-05,4.054e-05,0.0001519,2.0235e-05,1.426e-05
DataValue,6.5165e-06,0.0001277,3.221e-05,2.121e-05,2.9275e-05,6.001e-05,1.282e-05,4.1385e-05,2.281e-05,2.702e-05
DataValue,1.538e-05,0.0001425,2.707e-05,1.6735e-05,4.9075e-05,6.689e-05,1.377e-05,2.3245e-05,2.4375e-05,1.9655e-05
DataValue,1.352e-05,7.4745e-05,2.687e-05,9.8135e-06,5.6135e-05,1.86e-05,1.473e-05,3.688e-05,2.03e-05,2.444e-05
DataValue,9.0985e-06,0.000100825,2.728e-05,1.575e-05,3.3295e-05,2.189e-05,1.4695e-05,5.93e-05,2.1645e-05,3.0335e-05
DataValue,1.07145e-05,0.00020825,3.1485e-05,1.6605e-05,2.0375e-05,8.6295e-05,1.372e-05,7.172e-05,2.305e-05,6.3855e-05
DataValue,7.992e-06,0.00015095,2.701e-05,2.1665e-05,4.89e-05,0.0001514,2.676e-05,1.9015e-05,2.2225e-05,2.723e-05
DataValue,1.09855e-05,3.9975e-05,3.333e-05,1.75e-05,5.662e-05,0.00015745,2.1845e-05,2.396e-05,2.197e-05,7.759e-05
DataValue,5.632e-06,6.317e-05,3.2105e-05,1.6625e-05,7.5735e-05,1.841e-05,1.5545e-05,1.6365e-05,2.088e-05,5.3215e-05
DataValue,5.6685e-06,5.3865e-05,2.657e-05,2.119e-05,6.58e-05,1.45e-05,1.875e-05,8.4355e-05,2.298e-05,3.088e-05
DataValue,1.355e-05,6.7675e-05,3.1185e-05,2.9735e-05,7.344e-05,7.9225e-05,1.525e-05,2.4485e-05,2.367e-05,4.991e-05
DataValue,1.402e-05,1.2905e-05,2.666e-05,2.572e-05,6.908e-05,9.126e-05,1.695e-05,5.3e-05,2.222e-05,4.1415e-05
DataValue,9.8455e-06,1.5715e-05,2.864e-05,2.007e-05,0.000103045,2.982e-05,1.6575e-05,2.647e-05,2.1895e-05,4.087e-05
DataValue,1.331e-05,5.9625e-05,2.6995e-05,3.229e-05,5.944e-05,1.5655e-05,2.5245e-05,5.929e-05,2.3215e-05,6.421e-05
DataValue,6.296e-06,5.83e-05,1.732e-05,2.1375e-05,7.6955e-05,1.541e-05,2.001e-05,1.9005e-05,2.204e-05,2.7105e-05
DataValue,5.208e-06,6.1995e-05,1.6915e-05,2.2735e-05,4.3065e-05,1.689e-05,1.361e-05,2.395e-05,2.4725e-05,2.2705e-05
DataValue,6.192e-06,4.6555e-05,2.875e-05,3.5765e-05,6.24e-05,2.435e-05,1.6555e-05,3.5095e-05,2.346e-05,2.6685e-05
DataValue,6.411e-06,2.134e-05,2.9405e-05,1.8595e-05,7.68e-05,3.1215e-05,6.328e-06,3.133e-05,2.387e-05,2.196e-05
DataValue,6.5145e-06,9.93e-06,2.1865e-05,4.515e-05,9.983e-05,1.527e-05,1.059e-05,5.735e-05,2.274e-05,2.7705e-05
DataValue,5.133e-06,1.5185e-05,2.2415e-05,2.504e-05,7.4915e-05,2.4645e-05,3.341e-05,4.625e-05,2.233e-05,2.6795e-05
DataValue,1.567e-05,1.87e-05,1.3305e-05,1.8105e-05,9.3625e-05,4.8425e-05,1.5315e-05,0.00010165,2.3135e-05,2.33e-05
DataValue,1.638e-05,1.429e-05,4.657e-06,1.657e-05,0.00013955,0.0011979,3.651e-05,0.00010218,2.5015e-05,1.6815e-05
DataValue,6.146e-06,1.10015e-05,1.0158e-05,2.1675e-05,9.866e-06,1.0296e-05,4.7485e-05,2.4735e-05,2.6915e-05,1.9395e-05
DataValue,1.4155e-05,1.533e-05,2.284e-05,3.309e-05,0.0001399,2.0805e-05,2.481e-05,4.6695e-05,2.596e-05,2.0645e-05
DataValue,9.056e-06,2.329e-05,1.888e-05,2.754e-05,0.00014905,2.2905e-05,1.975e-05,2.605e-05,2.341e-05,1.6385e-05
DataValue,6.204e-06,6.3425e-06,6.08e-06,2.972e-05,1.834e-05,4.7335e-05,3.095e-05,2.994e-05,2.292e-05,1.947e-05
DataValue,7.13e-06,6.692e-06,3.1015e-05,2.4745e-05,0.00013455,3.3555e-05,2.009e-05,0.0001968,2.0935e-05,4.575e-05
DataValue,8.858e-06,1.9515e-05,1.712e-05,1.6265e-05,0.0001798,1.7155e-05,1.73e-05,7.4755e-06,1.7745e-05,1.264e-05
DataValue,1.851e-05,2.2805e-05,2.2195e-05,2.1115e-05,0.0001504,5.215e-06,1.9175e-05,2.6255e-05,2.0275e-05,3.455e-05
DataValue,1.6685e-05,1.953e-05,2.241e-05,2.4985e-05,0.0001652,1.5425e-05,6.7555e-06,4.6145e-05,2.1525e-05,8.0845e-05
DataValue,1.03815e-05,2.6685e-05,1.476e-05,6.126e-05,1.912e-05,9.5885e-06,3.0445e-05,4.364e-05,2.386e-05,5.185e-05
DataValue,1.0367e-05,3.375e-05,1.6095e-05,5.214e-05,1.492e-05,1.1159e-05,3.5655e-05,2.98e-05,2.13e-05,3.876e-05
DataValue,1.3885e-05,2.0855e-05,1.2445e-05,5.4075e-05,1.7495e-05,1.02035e-05,1.8075e-05,3.278e-05,2.4375e-05,5.0715e-05
DataValue,1.883e-05,1.7835e-05,9.8675e-06,5.746e-05,0.00010345,7.358e-06,1.912e-05,1.9405e-05,2.0865e-05,6.664e-05
DataValue,9.992e-06,4.6715e-05,1.6745e-05,1.8e-05,1.888e-05,1.0718e-05,1.6865e-05,2.5775e-05,2.11e-05,2.5e-05
DataValue,1.757e-05,2.615e-05,3.441e-05,1.614e-05,4.05e-05,3.215e-05,1.04695e-05,2.1295e-05,2.269e-05,2.381e-05
DataValue,2.737e-05,2.656e-05,0.00017815,2.977e-05,5.9775e-05,3.7605e-05,1.433e-05,3.135e-05,1.796e-05,1.6955e-05
DataValue,2.255e-05,1.632e-05,0.000216,2.77e-05,6.822e-05,1.843e-05,8.313e-06,3.549e-05,1.7925e-05,1.051e-05
DataValue,9.5615e-06,1.554e-05,0.0002701,2.185e-05,9.5635e-05,3.016e-05,2.358e-05,2.9215e-05,2.178e-05,2.1745e-05
DataValue,9.1635e-06,1.6835e-05,0.00024755,2.4075e-05,0.00011255,4.2e-05,3.107e-05,2.706e-05,2.251e-05,1.3455e-05
DataValue,6.83e-06,2.1055e-05,0.0002002,2.79e-05,0.0001067,2.802e-05,3.3425e-05,2.0195e-05,2.9715e-05,2.4545e-05
DataValue,2.884e-05,4.6285e-05,0.00017515,1.557e-05,0.00012405,6.1085e-05,1.6695e-05,1.7005e-05,2.5055e-05,6.036e-06
DataValue,2.163e-05,3.0295e-05,5.3195e-05,2.0845e-05,0.0001234,3.558e-05,1.476e-05,3.47e-05,2.3415e-05,5.793e-06
DataValue,1.9825e-05,2.516e-05,4.5715e-05,2.8165e-05,0.000104205,1.5205e-05,3.132e-05,2.1785e-05,1.309e-05,1.05145e-05
DataValue,2.48e-05,3.042e-05,2.043e-05,7.17e-05,1.014e-05,1.904e-05,2.203e-05,1.9485e-05,1.9385e-05,9.655e-06
DataValue,2.4385e-05,3.663e-05,1.506e-05,5.071e-05,1.918e-05,2.0075e-05,6.292e-05,2.2305e-05,1.36e-05,2.3665e-05
DataValue,1.79e-05,3.48e-05,6.7685e-06,6.406e-06,9.761e-06,2.6895e-05,6.9965e-05,2.688e-05,2.2445e-05,3.1415e-05
DataValue,7.9405e-06,4.482e-05,5.925e-06,2.535e-05,4.9475e-06,5.2905e-06,0.00021025,1.963e-05,8.9425e-06,5.6655e-06
DataValue,1.8885e-05,4.7955e-05,2.36e-05,7.5845e-06,4.8545e-05,4.46e-05,0.00012975,1.882e-05,1.617e-05,1.781e-05
DataValue,1.5625e-05,4.4265e-05,8.112e-06,2.503e-05,2.932e-05,7.502e-06,0.00012565,0.0001156,2.208e-05,6.958e-06
DataValue,2.6355e-05,4.6885e-05,6.0745e-06,3.1435e-05,7.36e-05,3.5585e-06,0.0001085,3.161e-05,2.4455e-05,1.771e-05
DataValue,8.4215e-05,3.0315e-05,4.926e-06,3.2955e-05,2.19e-05,4.8375e-06,0.0001383,2.718e-05,2.234e-05,1.00895e-05
DataValue,0.000112995,1.835e-05,8.266e-06,7.0355e-05,6.291e-06,4.731e-06,8.9e-05,3.5885e-05,2.127e-05,2.484e-05
DataValue,9.085e-05,2.5965e-05,9.594e-06,2.961e-05,1.603e-05,4.559e-06,1.7825e-05,2.2355e-05,1.7745e-05,1.6695e-05
DataValue,9.54e-05,1.5955e-05,3.3205e-05,9.4055e-06,3.709e-05,4.8255e-06,1.522e-05,3.684e-05,2.0245e-05,2.069e-05
DataValue,7.68e-05,1.4745e-05,2.115e-05,1.06005e-05,2.324e-05,1.2275e-05,1.842e-05,4.7495e-05,2.518e-05,2.4065e-05
DataValue,0.00013305,2.78e-05,1.5595e-05,8.9535e-06,2.3695e-05,1.5345e-05,2.0765e-05,1.654e-05,2.3295e-05,2.4605e-05
