DataName,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth
Units,W,W,W,W,W,W,W,W,W,W
Size,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,0.00034112599999999997,0.000475312,0.00026775700000000003,0.000338977,0.00019345,3.71345e-05,0.00017316600000000002,7.26726e-05,0.0005343920000000001,0.00041490900000000004
DataValue,0.00026662500000000004,0.00047671499999999995,4.2630000000000004e-05,0.00023472600000000002,0.00016396500000000002,4.5948199999999995e-05,0.000149601,7.26375e-05,0.000545045,0.000415179
DataValue,0.000265275,0.000477142,4.2630000000000004e-05,0.00023267400000000002,0.000163557,4.6152799999999996e-05,0.00015345500000000001,7.29339e-05,0.000548328,0.00041542200000000004
DataValue,0.000303795,0.000477142,4.20384e-05,0.000276179,0.000193609,4.6391500000000005e-05,0.00014748599999999998,7.28559e-05,0.000550137,0.000412074
DataValue,0.00030492000000000003,0.00047641,4.0788500000000004e-05,0.000273229,0.000194616,4.56134e-05,0.00014762699999999997,7.28559e-05,0.000549869,0.00041315400000000005
DataValue,0.00030937499999999997,0.00047708099999999997,4.01563e-05,0.000331291,0.00019307900000000003,4.60319e-05,0.00014781499999999998,7.257510000000001e-05,0.000553152,0.000413424
DataValue,0.00031194,0.000476776,5.05021e-05,0.000329156,0.00019345,4.62241e-05,0.00012789000000000002,7.31094e-05,0.000553353,0.00041067
DataValue,0.00033066,0.000478728,4.9107099999999996e-05,0.000327204,0.000194616,4.5976099999999995e-05,0.00014964799999999997,7.33161e-05,0.00055409,0.000409806
DataValue,0.00032877,0.000476837,4.97364e-05,0.00032775299999999996,0.00016411800000000002,3.7343300000000005e-05,0.000148943,7.2891e-05,0.0005494,0.00040743
DataValue,0.000334215,0.000477569,4.96744e-05,0.000410382,0.000164169,4.53313e-05,0.000148896,7.33083e-05,0.000549333,0.00040878
DataValue,0.00031459500000000003,0.00047762999999999994,4.92094e-05,0.000407862,0.00019413900000000002,4.59358e-05,0.000151951,7.31874e-05,0.000550137,0.000406593
