DataName,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho
Units,\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W)
Size,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,343753.35696637665,262427.4539490285,1903.8175508180464,181102.36220472443,236114.83767104908,224456.39466916063,288537.8345235519,275715.80063626723,125662.67425878657,173683.21691523504
DataValue,200326.61948829616,214084.50704225354,36195.37275064267,194151.19524329575,72800.80889787665,64864.86486486487,185877.3613496313,327555.616214003,149532.7102803738,58199.45438011518
DataValue,193081.25502815767,212398.77870702246,2019.0476190476193,290223.1090150553,280898.8764044944,247678.01857585137,254416.96113074204,327504.53242879704,123329.90750256937,186154.74112856312
DataValue,273855.37013264874,87496.89286602038,74032.52944475603,276515.8996642307,189978.62740441703,248807.79597760728,169284.60975014244,212348.52856318525,219629.37542896363,125835.62721195439
DataValue,130104.17124521999,150613.38515729381,118364.20666390483,219638.24289405686,289750.0905469033,204566.21004566213,129437.86982248521,83112.29000884172,104011.88707280831,165019.33820369575
DataValue,181153.10921442258,316005.68810238584,164054.48952687858,302571.86081694404,236237.0807846446,258147.7896095515,170380.07863695937,110252.10084033612,134035.42364767834,49769.81460744058
DataValue,232136.38012332245,157594.06395692428,1879.906004699765,280912.9671432155,267459.1381872214,254129.60609911056,135789.5262343368,120138.62148633039,170739.5155266247,176476.4865135867
DataValue,205775.75119840994,309178.7439613526,53413.453513603745,280136.5665762059,274560.2745602746,258147.7896095515,160320.64128256516,345841.25886218227,166468.48989298454,233236.15160349853
DataValue,251755.02299685308,252266.45644461963,2159.676048592711,179468.77243359655,209944.75138121546,196108.47249885093,267946.85720665404,360036.00360036007,196940.39036398806,151017.2691043837
DataValue,296772.59799678496,185714.28571428574,130119.76933313618,285306.70470756065,124328.40460015096,247448.19053510675,266592.6131630103,105926.86002522067,194520.99205705948,285306.70470756065
DataValue,168213.45707656612,214164.0301776588,2256.755419182421,77784.8235045445,311041.9906687403,235380.65465244575,129912.30919129588,221077.7540509986,239091.45248057382,104927.33073378235
DataValue,292575.88687065704,340497.9782932539,250783.69905956116,88198.44650463543,221187.4272409779,188731.61254510132,268922.6287186957,176439.2729485132,114088.15903197927,190046.32379142416
DataValue,257303.67193781826,340280.73160357296,162407.45163601625,316622.69129287597,266001.6625103907,223350.25380710658,263049.7328401151,113142.46291824766,71734.25718361523,138224.96112422968
DataValue,283731.0634848255,87719.29824561403,2086.8867261964483,305498.98167006107,95080.15478164732,217391.30434782608,204996.79692504805,230800.93419425745,236651.38293151898,84464.55505279034
DataValue,204556.02045560206,2588.8616316091657,1786.600496277916,80843.58523725836,320995.08476276457,233463.03501945524,192181.69906093035,318979.2663476874,246685.16805427073,238095.2380952381
DataValue,195718.65443425078,353356.890459364,146386.09332113448,317863.9542275906,229676.63946811727,99395.56749496306,275425.1876334091,131204.14328873545,246002.46002460027,277560.9332986382
DataValue,185647.98286326314,351648.35164835164,65670.38518206694,287562.90438533435,186013.2355571454,235380.65465244575,257142.85714285716,288288.2882882883,196014.3743874551,72786.08976951073
DataValue,300827.27500626724,285009.5916689504,225669.95768688296,222996.51567944253,234785.2950262589,96507.93650793651,201638.31127914306,2919.854007299635,234407.70196735038,289226.3195950832
