DataName,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth,Pth
Units,W,W,W,W,W,W,W,W,W,W
Size,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm,50nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,7.510469999999999e-05,6.357400000000001e-05,5.84528e-05,5.6394099999999996e-05,5.93106e-05,5.962920000000001e-05,6.46092e-05,6.5688e-05,6.46884e-05,5.41458e-05
DataValue,9.998269999999999e-05,8.663869999999999e-05,7.4081e-05,7.970339999999999e-05,6.60964e-05,5.8685e-05,8.10095e-05,6.58483e-05,6.519349999999999e-05,5.799750000000001e-05
DataValue,7.765160000000001e-05,8.025719999999999e-05,8.486100000000001e-05,7.56208e-05,7.20473e-05,6.2235e-05,6.930900000000001e-05,8.64928e-05,7.53621e-05,5.6898600000000004e-05
DataValue,8.29274e-05,9.282129999999999e-05,7.9933e-05,7.266730000000001e-05,7.464800000000001e-05,7.29889e-05,8.45019e-05,9.2412e-05,8.37311e-05,6.73932e-05
DataValue,8.21768e-05,8.924629999999999e-05,8.610300000000001e-05,6.92076e-05,7.0215e-05,7.322519999999999e-05,8.9647e-05,7.29481e-05,6.90499e-05,5.9019899999999994e-05
DataValue,7.98972e-05,7.746539999999999e-05,6.91334e-05,8.16073e-05,7.65218e-05,7.29889e-05,8.62575e-05,7.37919e-05,8.71412e-05,7.25995e-05
DataValue,8.017519999999998e-05,7.83819e-05,8.6751e-05,7.43659e-05,6.22573e-05,7.632489999999999e-05,7.65375e-05,9.374310000000001e-05,6.3928e-05,6.88965e-05
DataValue,7.854889999999999e-05,8.89317e-05,8.35785e-05,6.94449e-05,8.868239999999999e-05,7.65334e-05,7.858410000000001e-05,7.53493e-05,8.190140000000002e-05,6.45955e-05
DataValue,9.599279999999999e-05,7.355969999999999e-05,7.213050000000001e-05,7.22652e-05,3.0850000000000004e-05,6.95973e-05,9.18831e-05,7.1572e-05,7.48125e-05,7.74306e-05
DataValue,8.0088e-05,8.70441e-05,7.4898e-05,6.953829999999999e-05,2.1407499999999998e-05,6.645329999999999e-05,6.717990000000001e-05,7.8057e-05,6.76438e-05,5.8281999999999995e-05
DataValue,7.66476e-05,9.0662e-05,7.09695e-05,8.355919999999999e-05,1.95052e-05,5.6270499999999996e-05,8.50795e-05,7.61688e-05,7.003780000000001e-05,7.1955e-05
DataValue,9.317880000000001e-05,3.67284e-05,7.611300000000001e-05,7.07601e-05,9.149490000000001e-05,6.181329999999999e-05,2.6053280000000002e-05,6.71543e-05,7.5943e-05,7.032869999999999e-05
DataValue,9.091939999999999e-05,0.0034681300000000003,7.56945e-05,7.02366e-05,6.2006e-05,5.492189999999999e-05,6.8838e-05,8.45019e-05,5.90919e-05,6.7041e-05
DataValue,0.00010173200000000001,5.0123399999999995e-05,6.904030000000001e-05,6.710599999999999e-05,3.18579e-05,5.54484e-05,7.39749e-05,8.000370000000001e-05,6.00894e-05,6.556679999999999e-05
DataValue,9.633799999999998e-05,5.85599e-05,7.0756e-05,7.306549999999999e-05,7.653710000000001e-05,6.23375e-05,6.488469999999999e-05,6.0240699999999994e-05,6.27228e-05,6.70176e-05
DataValue,8.272549999999999e-05,3.56829e-05,8.298450000000001e-05,3.6428300000000005e-05,3.3384000000000004e-05,4.4304599999999996e-05,7.9866e-05,4.17131e-05,6.23105e-05,6.325019999999999e-05
DataValue,7.42885e-05,3.50987e-05,7.64775e-05,0.0001549017,6.0846499999999994e-05,6.48843e-05,6.8238e-05,5.80965e-05,7.0227e-05,6.72516e-05
DataValue,8.51708e-05,2.292379e-05,8.008200000000001e-05,5.6217e-05,5.0858699999999995e-05,7.227270000000001e-05,8.16255e-05,0.0001399365,7.53705e-05,7.53151e-05
DataValue,8.36641e-05,4.4781100000000004e-05,7.236e-05,4.27862e-05,3.20229e-05,5.7247e-05,7.63685e-05,0.00015566119999999999,5.844020000000001e-05,6.38118e-05
DataValue,8.95209e-05,4.540050000000001e-05,7.098300000000001e-05,6.513539999999999e-05,5.5644500000000006e-05,0.0035316600000000003,7.4205e-05,0.000202404,6.052830000000001e-05,6.3648e-05
DataValue,9.111960000000001e-05,0.000261999,7.68015e-05,5.934689999999999e-05,3.24768e-05,5.6298900000000004e-05,7.28586e-05,0.00010486830000000001,5.94377e-05,7.499380000000001e-05
DataValue,9.32856e-05,0.00016550699999999999,8.7588e-05,6.7496e-05,3.21567e-05,6.14445e-05,6.95204e-05,4.343719999999999e-05,7.13475e-05,5.9576399999999994e-05
DataValue,7.804349999999999e-05,0.000125302,7.08225e-05,6.351320000000001e-05,2.2743000000000002e-05,4.3155e-05,8.28839e-05,3.08607e-05,5.74959e-05,6.24312e-05
DataValue,8.30258e-05,0.00014899,7.61805e-05,6.440330000000001e-05,2.73811e-05,7.36307e-05,6.958979999999999e-05,8.018580000000001e-05,5.89057e-05,8.226469999999999e-05
DataValue,9.033310000000001e-05,0.000200455,8.5833e-05,6.80487e-05,1.2593979999999999e-05,2.4093900000000003e-05,6.59442e-05,7.64962e-05,6.1446e-05,6.089849999999999e-05
DataValue,8.169589999999999e-05,0.00013582999999999998,7.61265e-05,1.146495e-05,2.532114e-05,2.805e-05,6.98661e-05,5.6816399999999994e-05,6.42922e-05,6.059429999999999e-05
DataValue,7.85928e-05,0.00014072799999999998,8.772300000000001e-05,1.308384e-05,5.0606700000000005e-05,4.04708e-05,8.621139999999999e-05,0.0001698315,6.24967e-05,6.04773e-05
DataValue,9.52795e-05,0.000167923,8.2485e-05,5.714379999999999e-05,3.96406e-05,8.29521e-06,7.5218e-05,7.13244e-05,6.16987e-05,7.04004e-05
DataValue,7.381659999999999e-05,0.00018615100000000001,6.94526e-05,1.0370699999999999e-05,8.869490000000001e-06,1.5460500000000002e-05,6.61375e-05,6.53796e-05,5.94909e-05,6.93532e-05
DataValue,6.81538e-05,0.000179622,7.29372e-05,4.5636499999999996e-05,3.76935e-05,5.0059800000000005e-05,5.9079e-05,4.88908e-05,5.99963e-05,7.398229999999999e-05
DataValue,5.2936800000000005e-05,0.000209769,7.986600000000001e-05,7.541100000000001e-05,5.13375e-05,5.6485100000000006e-05,8.47072e-05,4.37568e-05,6.09938e-05,6.712789999999999e-05
DataValue,2.1479699999999997e-05,0.000236866,7.560000000000001e-05,8.25055e-06,4.04382e-05,5.3034299999999995e-05,3.9475e-05,7.04655e-05,5.584670000000001e-05,6.505729999999999e-05
DataValue,7.293299999999999e-05,0.000204873,7.866450000000001e-05,5.8883e-05,3.83058e-05,4.14315e-05,7.446229999999999e-05,8.642550000000001e-05,5.50221e-05,6.57479e-05
DataValue,6.67962e-05,0.000191948,8.73786e-05,4.84568e-05,2.2977200000000004e-05,3.49345e-05,5.9841600000000007e-05,6.32625e-05,5.1836700000000005e-05,8.43744e-05
DataValue,1.289432e-05,0.00017444,7.2279e-05,5.5093500000000004e-05,2.62446e-05,3.4848e-05,1.9529340000000002e-05,4.45976e-05,6.45975e-05,7.05276e-05
DataValue,1.00902e-05,0.00012083399999999999,8.768250000000001e-05,9.410700000000001e-05,2.18379e-05,2.46582e-05,2.1673560000000003e-05,6.754910000000001e-05,5.45699e-05,3.91365e-05
DataValue,1.812902e-05,0.000160364,7.4736e-05,4.78268e-05,1.584505e-05,3.42639e-05,3.59791e-05,3.0302999999999998e-05,5.8657500000000005e-05,3.4185e-05
DataValue,5.8560699999999997e-05,0.00017911200000000002,7.72065e-05,6.25843e-05,2.7017100000000003e-05,3.63071e-05,3.53379e-05,4.3752300000000005e-05,6.153300000000001e-05,3.73198e-05
DataValue,3.36265e-05,0.00010861339999999999,7.734150000000001e-05,5.6202e-05,5.5195e-05,2.238093e-05,2.6172899999999998e-05,3.2689500000000006e-05,5.751e-05,4.1059199999999995e-05
DataValue,4.72535e-05,0.00012828200000000002,7.8516e-05,2.1846e-05,2.71459e-05,2.83536e-05,5.16243e-05,2.7119999999999998e-05,6.7267e-05,3.71817e-05
DataValue,4.6730199999999995e-05,7.34853e-05,8.691300000000001e-05,9.97277e-06,6.484620000000001e-05,3.90443e-05,3.7318200000000005e-05,3.46265e-05,5.1657200000000004e-05,2.771454e-05
DataValue,4.44891e-05,8.5221e-05,8.282250000000001e-05,1.23278e-05,4.0659300000000006e-05,3.9134399999999996e-05,2.3891710000000004e-05,4.12456e-05,5.7456e-05,4.4217599999999995e-05
DataValue,5.386500000000001e-05,0.00013719999999999997,8.5752e-05,8.8209e-05,2.2166249999999998e-05,0.0001048575,6.4371e-05,3.66022e-05,5.4364500000000004e-05,2.793238e-05
DataValue,2.6576549999999995e-05,0.000100646,8.054100000000001e-05,1.151742e-05,6.925799999999999e-05,7.91908e-05,8.837720000000001e-05,0.00016101400000000001,5.46345e-05,3.67908e-05
DataValue,7.428810000000001e-06,0.00013025399999999998,8.6967e-05,5.38734e-05,6.264850000000001e-05,0.0001116186,3.15372e-05,9.18747e-05,6.24994e-05,5.6742e-05
