DataName,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho
Units,\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W)
Size,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,12507.817385866167,10669.511869831955,11609.907120743033,1639.83601639836,2639.8680065996705,12334.258402713536,1559.922003899805,10274.286762682323,14255.167498218105,1839.8160183981602
DataValue,2719.8640067996603,10535.095035336464,11787.240312361868,13635.256878500124,13097.57694826457,919.9080091990801,10891.763104152484,11582.452584334733,14262.791941522553,2919.854007299635
DataValue,9747.8676539507,1399.8600139986,10899.182561307904,4134.022337056176,2079.89600519974,12463.000467362517,11049.723756906078,919.9540022998851,14213.37834236475,1613.228473482557
DataValue,12450.392965527975,1559.8440155984401,1599.8400159984,2999.700029997,1519.84801519848,10530.472554955903,2199.8900054997252,2319.7680231976797,14217.167229429537,1561.8898867629835
DataValue,11365.654413070502,10660.980810234541,10364.185979559523,9172.734048042195,11557.65694772787,8596.868283696655,11389.521640091116,2959.85200739963,12063.332495601911,1722.652885443583
DataValue,2119.78802119788,10622.054039699928,10631.229235880399,1639.918004099795,13465.746507322,9158.154279675942,2479.75202479752,10034.283802993561,14124.293785310734,679.9320067993201
DataValue,1279.8080287956807,10437.051532941943,11766.436240623621,1519.6200949762558,12587.098224320072,11979.634621144056,8722.197993894462,1839.8160183981602,12919.432980441414,1999.8000199980002
DataValue,1319.8020296955458,10303.967027305514,2199.7800219978003,1679.91600419979,10939.307878405387,2879.71202879712,11430.204314902128,2119.8940052997355,1399.8600139986,2799.7200279972
DataValue,1879.8120187981199,10669.511869831955,10052.77707966826,2119.78802119788,1119.8880111988801,2119.78802119788,9235.41426161087,12832.852101379533,2519.8740062996853,2519.6220566914963
DataValue,1079.9460026998652,10659.560293137909,11756.061719324027,2639.73602639736,8852.649970879442,12195.121951219513,11286.681715575622,13304.506901712955,8620.689655172415,1954.0791402051784
DataValue,2999.850007499625,10535.095035336464,11270.780501549732,9279.665932026448,13393.604553825548,9717.582751290616,10490.08359285363,9518.143961927424,14256.43767263655,1596.4080818159143
DataValue,919.9080091990801,10160.880609652835,11453.11381531854,2319.5360927814436,1599.9200039998002,12301.383905689388,11243.851018973999,1319.9340032998352,14303.593777936709,1511.930073234113
DataValue,959.90400959904,2319.88400579971,11697.616610615587,2039.5920815836835,10943.91244870041,639.93600639936,10699.27397783722,10640.47472887252,1639.918004099795,1974.090067859346
DataValue,8091.866484203011,10669.511869831955,11586.926085067349,1399.8600139986,3079.8460076996153,12513.686844986705,11433.471487780478,1239.7520495900822,12949.640287769784,710.6373528758605
DataValue,11070.11070110701,10545.74215660427,11465.424579003942,2799.7200279972,1079.9460026998652,11972.46333433104,3039.69603039696,13102.582300595075,13451.837617103052,1843.955284084361
DataValue,1759.91200439978,2239.88800559972,11591.962905718701,3159.68403159684,13432.961128368735,11979.634621144056,5888.0,12084.592145015105,11446.090955544201,1359.9320033998301
