DataName,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho
DataValue,51612.903225806454,75481.8708720852,26475.455046883617,88849.4002665482,14581.607290803644,52036.199095022625,66745.46339428492,2020.3982515784362,30796.30444346678,43155.765340525955
DataValue,2626.14496743792,96665.05558240696,3000.1500075003746,20190.689848569826,11281.729865246005,28799.377310760847,63077.26965532778,36692.29731552678,1917.6029962546816,54724.553082816485
DataValue,45319.665497707036,93370.68160597573,1850.268992910654,80817.15119542036,1855.3062767834635,63038.84305182164,80568.00443124025,44684.12942989214,33647.71858271731,2759.72402759724
DataValue,32836.22930633465,92556.88391824142,41300.19120458892,34374.63709209151,44404.97335701598,45141.06583072101,2159.8920053997304,2118.373951846222,2199.6700494925763,45690.55036344756
DataValue,1981.5841904043941,41357.02746365105,2187.563297549119,44081.05225737647,69634.41929868193,45311.51667715544,45911.04734576757,32107.603861590196,73074.19060184715,41884.8167539267
DataValue,2298.725941989699,1919.40459286099,82248.11514736121,59359.19055649242,2559.74402559744,29130.991044188566,70329.67032967033,26883.97882886667,25938.566552901022,63679.78166931999
DataValue,1779.0312957639528,84566.59619450319,61025.02979737783,45592.705167173255,70671.37809187279,55813.95348837209,80608.5948914303,36891.36036891361,36545.82964927792,64214.04682274248
DataValue,16823.51085642185,64412.23832528181,37883.73612018288,85485.3072128228,2016.1091070810894,63103.192279138835,12535.612535612536,23328.473234742763,47988.00299925019,28186.027783370242
DataValue,59443.39367738449,97087.3786407767,1760.1760176017603,68434.55945252352,23769.61755294835,25980.51461403947,81201.78643930168,82884.37629506839,24380.714229897632,66611.15736885929
DataValue,24755.028365136666,97931.20332966092,2400.1200060003,84172.55373515708,23659.66482141503,83577.09987463437,2119.78802119788,51692.94391315586,21703.74389582203,67198.65602687946
DataValue,1997.6115514059277,32750.60854171277,83420.22940563086,74981.97548666186,74801.3090229079,57845.26391901664,42763.15789473684,32300.305543430815,81437.3695729628,66115.70247933884
DataValue,67467.84735399536,2019.6020196020195,59386.05301078556,74157.45216182216,2759.862006899655,30759.371996155078,60116.475671613756,85556.92208972781,1964.057743297653,63520.87114337568
DataValue,51262.72144741802,52591.65613147914,66803.69989722507,22852.691034214116,40756.914119359535,52257.88128372622,65281.52658339087,67114.09395973154,33707.86516853933,59774.48716207037
DataValue,68104.4267877412,1941.8437608361817,33668.20526744502,1936.7646346777708,76709.1763352191,25961.058412381426,67071.8926849717,31934.40500593376,81429.08036032369,2839.71602839716
DataValue,1871.8365008117657,2111.238360802669,1519.84801519848,20942.40837696335,69558.49676359772,54187.1921182266,80979.85626075513,49844.23676012461,38046.92454026633,66694.45602334307
DataValue,38021.47509241331,25749.725231590517,32524.590163934427,77688.7594076232,22402.68832259871,87498.63283386198,61696.65809768638,1843.408344364367,27491.408934707903,2439.75602439756
DataValue,2123.927369269426,47058.82352941176,66225.16556291391,74255.7846582245,74941.45199063233,81135.90263691684,68615.98440545809,33399.0490548533,40180.1177693107,62819.002748331375
DataValue,46370.4112613856,12231.620039037085,40118.87072808321,70659.67430306377,24083.36549594751,76299.47544110635,78837.15200788372,32097.15896768597,75534.04933317598,65870.72869493619
DataValue,39476.181438603155,2199.6700494925763,75462.79919820775,30072.361620148484,75733.6699274219,49091.801669121254,73749.71191518783,47377.32656514383,30438.091096858352,42790.283039893024
DataValue,67396.79865206403,95693.77990430623,70304.3860349924,26458.776281596976,69774.20292664017,15384.615384615385,70372.97677691767,23493.217731785764,22863.675335810232,36278.342455043
DataValue,2323.616392057457,79298.51315287838,63161.219011526926,25466.12096407458,31514.30888657166,42506.41260534994,57921.635434412274,1912.3816957751974,31996.23573697212,2719.8640067996603
DataValue,66954.94490165992,2002.6033843997197,82872.92817679558,34819.433007881424,42328.042328042335,15564.20233463035,52980.13245033113,32261.58038147139,75578.64903164857,63391.442155309036
DataValue,30020.468501250853,1959.80401959804,1559.3762495002,53047.69191532773,75901.32827324478,76849.18347742555,77730.2759424796,50436.469447138705,26188.83528600965,57030.05044966002
DataValue,47151.27701375245,39855.07246376812,83769.6335078534,48023.183605878694,2079.79202079792,73563.2183908046,41010.06265426239,45472.36377891023,47169.811320754714,2399.8800059997
DataValue,2083.6463811670424,29489.60302457467,2319.88400579971,32723.35844994618,2054.484112996626,86556.66756829862,30085.167569959078,21852.369457502224,30759.090409755023,60601.46958563746
DataValue,70391.55301363836,56922.62081233324,55923.473142016184,90176.40759736234,45289.85507246377,83872.09505504106,23711.098978238828,1919.80801919808,43636.36363636364,2279.886005699715
DataValue,30034.12969283277,69551.7774343122,41803.75459647765,24693.130428540666,71988.68749196555,89027.37591809483,59662.533793232025,27366.80064996152,72522.89003716799,49656.974844821954
DataValue,69848.66123399301,1990.8421262193908,55882.35294117647,79905.56614909653,46806.43588493418,66573.04831747022,78624.07862407863,1919.90400479976,1839.9080045997703,64472.80053727334
DataValue,67672.35302410828,75973.40930674263,74326.41684732115,31175.05995203837,49816.020379281064,86956.52173913043,68445.20494672163,72859.74499089253,19196.709135576755,60794.893228968765
DataValue,24582.67585748692,45377.197958026096,79668.04979253112,2019.9077445982034,71914.72967766791,82803.48957563212,1940.0178164901515,1814.6851422653979,2120.1060053002648,2039.8980050997452
DataValue,1928.4543438434096,88932.80632411067,2599.870006499675,30242.888195822703,40705.069961839,70520.08563153255,79496.5220271613,37584.63451706508,63327.880099213675,57325.54293903649
DataValue,18180.810376364945,100870.00378262515,76427.03606400764,51873.19884726225,72016.4609053498,29787.662272315585,76420.95207769463,1833.788529067499,28690.974297668858,58083.25266214907
