DataName,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth
Units,V,V,V,V,V,V,V,V,V,V
Size,80nm,80nm,80nm,80nm,80nm,80nm,80nm,80nm,80nm,80nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,2.18,2.3,2.46,2.26,2.26,2.5,3.86,2.38,2.34,3.06
DataValue,2.18,2.34,2.46,2.22,2.26,2.62,3.78,2.3,2.26,2.22
DataValue,2.22,2.38,2.54,2.22,2.3,2.7,2.22,2.34,2.26,2.3
DataValue,2.22,2.46,2.58,2.3,2.34,2.82,2.18,2.34,2.26,2.34
DataValue,2.26,2.5,2.62,2.34,2.34,2.98,2.18,2.34,2.26,2.38
DataValue,2.3,2.58,2.62,2.34,2.38,3.1,2.18,2.34,2.26,2.42
DataValue,2.38,2.62,2.66,2.34,2.42,3.22,2.46,2.34,2.3,2.46
DataValue,2.42,2.7,2.7,2.34,2.5,3.14,2.18,2.38,2.3,2.46
DataValue,2.42,2.74,2.62,2.34,2.54,3.14,2.18,2.42,2.3,2.5
DataValue,2.54,2.82,2.66,2.38,2.58,3.18,2.22,2.42,2.3,2.54
DataValue,2.58,2.86,2.62,2.42,2.62,3.14,2.18,2.42,2.3,2.54
DataValue,2.66,2.74,2.58,2.42,2.62,2.98,2.22,2.46,2.3,2.58
DataValue,2.7,2.62,2.66,2.42,2.62,2.86,2.22,2.46,2.3,2.58
DataValue,2.74,2.58,2.58,2.46,2.62,2.9,2.22,2.46,2.34,2.62
DataValue,2.86,2.54,2.62,2.5,2.66,2.86,2.22,2.46,2.3,2.62
DataValue,2.9,2.58,2.62,2.5,2.7,2.98,2.22,2.5,2.34,2.62
DataValue,2.9,2.5,2.62,2.54,2.7,2.82,2.22,2.5,2.34,2.66
DataValue,2.9,2.58,2.54,2.54,2.74,2.82,2.22,2.5,2.34,2.66
DataValue,2.9,2.58,2.62,2.58,2.78,2.78,2.18,2.54,2.34,2.7
DataValue,2.9,2.46,2.58,2.58,2.82,2.82,2.22,2.54,2.34,2.62
DataValue,2.9,2.54,2.58,2.58,2.9,2.78,2.18,2.54,2.34,2.62
DataValue,2.9,2.42,2.62,2.58,2.74,2.86,2.22,2.58,2.34,2.66
DataValue,2.94,2.46,2.58,3.38,2.78,2.66,2.22,2.58,2.38,2.66
DataValue,2.94,2.54,2.54,2.66,2.7,3.06,2.22,2.62,2.38,2.62
DataValue,2.94,2.38,2.58,2.66,2.66,2.9,2.22,2.62,2.38,2.58
DataValue,2.94,2.42,2.54,2.7,2.58,2.78,2.22,2.66,2.38,2.62
DataValue,2.98,2.06,2.58,2.74,2.66,2.66,2.26,2.66,2.42,2.58
DataValue,2.98,2.26,2.58,2.74,2.38,2.42,2.26,2.66,2.38,2.5
DataValue,2.94,2.9,2.5,2.78,2.46,2.5,2.22,2.7,2.38,2.58
DataValue,2.98,2.5,2.46,2.9,2.46,2.54,2.22,2.74,2.42,2.58
DataValue,2.98,2.5,2.46,3.02,2.5,2.58,2.26,2.78,2.42,2.58
DataValue,3.02,2.46,2.46,3.1,2.14,2.9,2.26,2.82,2.38,2.54
DataValue,2.94,2.42,2.5,3.18,2.18,2.54,2.26,2.82,2.42,2.54
DataValue,3.02,2.46,2.54,3.18,2.38,3.02,2.26,2.9,2.46,2.5
DataValue,2.98,2.46,2.54,3.22,2.3,2.9,2.26,2.98,2.42,2.5
DataValue,3.06,2.46,2.54,3.18,2.3,2.9,2.26,2.94,2.42,2.58
DataValue,3.06,2.42,2.54,3.22,2.3,2.82,2.3,2.9,2.46,2.5
DataValue,3.02,2.5,2.54,3.26,2.26,2.82,2.3,2.86,2.46,2.5
DataValue,3.02,2.18,2.54,3.26,1.94,2.74,2.3,2.94,2.46,2.46
DataValue,3.06,2.3,2.54,3.22,2.18,2.86,2.3,2.9,2.46,2.5
DataValue,3.06,2.18,2.5,3.22,2.26,2.9,2.3,2.9,2.46,2.54
DataValue,3.1,2.3,2.42,3.18,2.06,2.98,2.34,2.94,2.5,2.54
DataValue,3.1,2.22,2.5,3.18,2.34,1.58,2.34,2.9,2.5,2.54
DataValue,3.06,2.34,2.5,3.14,2.62,1.74,2.34,2.78,2.5,2.62
DataValue,3.06,2.3,2.5,3.18,2.1,1.46,2.34,2.82,2.5,2.54
DataValue,3.06,2.86,2.42,3.26,2.22,1.18,2.34,2.9,2.54,2.46
DataValue,3.06,2.62,2.46,3.22,2.02,2.98,2.34,2.94,2.54,2.54
DataValue,3.06,2.54,2.5,3.18,2.5,2.7,2.34,2.94,2.54,2.5
DataValue,3.06,2.3,2.5,3.26,1.78,2.82,2.34,2.9,2.54,2.42
DataValue,3.1,1.66,2.54,3.18,2.1,2.62,2.34,2.94,2.54,2.54
DataValue,3.1,1.62,2.5,3.14,2.38,2.82,2.34,2.82,2.54,2.5
DataValue,3.06,1.78,2.54,3.22,2.38,2.5,2.34,2.38,2.58,2.58
DataValue,3.06,1.78,2.54,3.1,2.3,2.58,2.34,2.46,2.58,2.5
DataValue,3.06,1.74,2.38,2.98,2.46,2.98,2.38,2.9,2.58,2.54
DataValue,3.06,1.66,2.5,3.14,2.58,2.82,2.34,2.86,2.62,2.5
DataValue,3.1,1.66,2.5,3.06,2.22,2.5,2.38,2.9,2.62,2.46
DataValue,3.06,1.74,2.5,3.06,2.58,2.46,2.38,2.78,2.62,2.06
DataValue,3.06,1.58,2.46,3.06,2.22,2.5,2.38,2.7,2.66,2.42
DataValue,3.02,2.94,2.5,2.98,1.78,2.22,2.34,2.98,2.66,1.78
DataValue,3.1,1.34,2.54,3.14,1.74,2.5,2.38,2.9,2.66,1.74
DataValue,3.06,1.5,2.5,3.14,1.9,2.14,2.34,2.14,2.7,1.82
DataValue,3.06,1.38,2.46,3.14,1.9,2.38,2.34,2.66,2.7,1.78
DataValue,3.1,1.42,2.46,3.14,2.74,2.06,2.38,2.14,2.74,1.54
DataValue,3.06,1.46,2.5,3.06,2.34,2.34,2.38,2.38,2.82,1.74
DataValue,3.1,1.66,2.42,3.1,2.34,2.66,2.38,2.5,2.86,1.62
DataValue,3.1,1.54,2.54,2.9,2.42,2.82,2.38,2.38,2.9,1.5
DataValue,3.1,1.38,2.5,2.58,1.94,2.82,2.38,2.22,2.78,1.54
DataValue,3.1,1.5,2.5,2.82,1.74,3.06,2.38,2.5,2.82,1.5
