DataName,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho,Rho
DataValue,517380.75990299106,2079.688046792981,400728.5974499089,808897.8766430739,2440.24402440244,806135.587527291,231349.53897736798,2043.3715630790805,413573.7009544009,2920.2920292029203
DataValue,105042.81636536632,3320.3320332033204,494357.8721117679,941619.5856873824,886878.6306593943,709085.153529598,3144.4614599285355,1346121.4874642438,766577.23265619,365835.6689777253
DataValue,615275.3949003136,2039.8980050997452,597739.7963948819,726785.8850530745,2838.7225748413216,986923.2667160127,1013085.6901646263,1179071.4812085482,737752.1613832853,2759.3101724568855
DataValue,459357.6170823614,1880.0940047002348,595404.2236487115,369301.78880553955,186707.2552004059,3081.189339084887,479237.5765827093,72944.0645274417,384307.4459567654,2879.4241151769647
DataValue,332890.6595838867,20434.227330779053,512000.0,2479.5040991801643,959725.792630677,1920.5761728518553,1022727.2727272727,386847.1953578337,729727.2644349175,2559.232230330901
DataValue,392955.552893255,2279.9999999999995,439227.56531616807,2360.590147536884,1397268.9742775485,1719.8280171982801,1136363.6363636362,342545.73764110554,308442.8357856637,589141.0591149494
DataValue,274094.283357655,13886.697175319552,442600.2766251729,367416.0019337684,753138.0753138076,3198.4007996001997,954653.9379474942,1282873.6369467608,642140.4682274247,404949.3813273341
DataValue,474032.76402927854,3239.1902024493875,619195.0464396286,590003.9711805752,754716.9811320754,2279.7720227977197,1099345.2429067981,975329.8909925417,257020.46644455026,109404.990403071
DataValue,493066.25577812025,1480.2220333049956,580593.6570142972,763226.3660017346,2319.420144963759,70711.12896745681,1537574.4762636942,820092.2603792927,429925.0459623816,610856.5875329723
DataValue,713171.3839982171,2238.88055972014,391029.32719954,816882.2328114363,75720.16460905349,1522.0547739448255,777705.7679844458,590818.3632734531,261834.05054851813,357841.76684372383
DataValue,530035.335689046,1839.2642942822872,90601.75794455713,423017.1073094868,398842.0714055967,164671.79995425785,442676.8113435933,433261.87521155365,697471.6652136006,113235.65929972683
DataValue,764124.3612397918,3199.3601279744057,408163.2653061225,520113.77488825686,1223990.2080783355,2111.0281304456066,88853.62951209839,128289.47368421052,775945.6838021338,372484.22949834785
DataValue,171706.33167098038,6433.910492951084,109885.53590010406,398842.0714055967,954881.83337312,2198.680791525085,1274697.2594008923,805955.1127777466,768491.8347742555,422930.7781265488
DataValue,112781.95488721805,1959.412176347096,187898.0891719745,290724.0846733897,1125463.614272925,786724.0319606637,1394422.3107569723,122331.9528512265,292893.0366116296,655737.7049180327
DataValue,2519.118308591993,1840.3680736147232,342594.52684353455,2239.7760223977602,2599.350162459385,2400.1200060003,1104667.2190002762,2319.652052192171,112016.71891327066,532514.0809011777
DataValue,2359.528094381124,1520.07600380019,496754.1631385831,2079.2722547108515,260109.7337939443,190202.58556639755,1525262.1544327931,135486.4119732178,157878.50755473328,184891.34184201452
DataValue,2919.5620656901465,2120.848339335734,300852.4151763329,1185575.4981063725,2080.10400520026,90952.15537659876,1384402.399630826,988177.166049056,590909.0909090909,774515.9275452842
DataValue,600250.1042100876,13695.698694628718,2960.0,600600.6006006007,1097393.6899862825,471142.5206124853,1260007.875049219,117746.95726011887,457486.8322046652,597227.1596160682
DataValue,305110.6025934401,2639.4721055788846,580283.547642598,1479.85201479852,154747.19252055237,600461.8937644341,2398.6807256009192,167312.1611154144,817661.4881439084,1476559.6160944998
DataValue,748502.994011976,1679.328268692523,544912.7288207748,99285.14694201748,1147776.1836441895,457665.90389016015,619231.9142601965,199435.55973659456,2799.0203428799923,782861.676805078
DataValue,586015.5382907881,2440.24402440244,386756.5191913273,847357.89102036,235481.30469371518,206068.9828485267,2359.76402359764,514519.58682518033,2441.5797385323194,253383.24215375757
DataValue,899381.67509837,1879.8120187981199,265456.7616983815,1400.2800560112023,318400.5923731951,2680.402060309046,1037950.0486539084,437883.5627798972,615195.3245155337,265076.2094102055
DataValue,1034928.848641656,3200.3200320032006,466585.6622114216,1023017.9028132993,460447.0619729621,32638.58093126386,276779.05162472016,552552.5525525525,798403.1936127745,1485056.617783553
DataValue,896442.2448407881,2678.9284286285488,247407.67691468075,464576.0743321719,194483.40345956053,2520.0,197556.53756173642,59803.5027765912,274793.9045715714,170857.73337926282
DataValue,837058.8794825454,1960.4901225306326,500156.29884338856,1145311.381531854,1023345.0591621363,182019.11200676067,338667.3440013547,190589.63668850507,257539.81701118263,2481.737216051236
DataValue,194472.87615148415,1839.5401149712573,564440.2634054563,137556.56108597285,275862.0689655173,565930.9564233164,742399.9999999999,217943.16141415393,287356.32183908054,82637.36263736263
DataValue,768136.5576102419,1679.1604197901047,477871.30057018733,207876.90426453354,374895.39748953976,368484.84848484845,302743.61400189216,122270.7423580786,767938.5649148069,589101.620029455
DataValue,669014.0845070423,2839.432113577285,557763.3688907481,950118.7648456057,1207547.1698113207,969445.165757812,1037677.5787523162,221606.64819944598,413922.8598306679,1018459.5798854233
DataValue,981540.349116056,53565.450284566454,482539.68253968254,308196.08976211114,1222307.104660046,3079.076277116865,1562064.1562064157,111251.58027812894,497729.94787287706,2200.440088017604
DataValue,1998.8007195682592,2519.6220566914963,285505.71822532243,243113.9273244536,311508.5087972311,2319.5360927814436,807740.8498106857,667835.3785791803,822682.53268694,1919.90400479976
DataValue,1229823.2129131437,2240.0,578452.6391901664,490566.0377358491,2439.512097580484,1919.80801919808,849507.4036929974,90150.25041736227,519761.77585273416,2279.5440911817636
DataValue,2918.5407296351823,2280.1140057002845,343470.4830053667,362270.81952728075,369139.90402362496,1029821.9266251876,1017565.1120533011,2317.566555117127,770024.0632519767,524860.5839073997
DataValue,780195.0487621906,3118.7524990004,280768.92398500437,737076.9081563379,847906.7302596715,888277.9040871358,651897.1224853578,2439.26821953414,704411.3762437264,1129943.502824859
DataValue,244282.12190156867,34111.3105924596,209145.16845064866,464278.56714028417,792497.6885484083,2320.0,702604.4821320411,518885.9214040443,837209.3023255813,51324.965132496516
DataValue,1000979.218801001,76599.00421294523,2421.8326405205135,163934.4262295082,2720.13600680034,160352.77610743637,475743.3489827856,543396.2264150943,342885.9568030927,822857.1428571428
DataValue,1042277.3760667059,2040.9184132859784,569597.7216091136,647534.9521707138,1959.5101224693826,1882.8242363545316,2279.7720227977197,2320.5801450362587,453747.4679270763,2278.1774580335727
DataValue,511843.179961884,1400.2100315047255,3041.6729201060584,259385.66552901026,2279.2022792022794,298277.1920802262,1174551.3866231646,30058.237835806878,329035.83010361466,329871.7165546732
DataValue,2279.886005699715,184650.89440276977,171354.06965915443,470156.10651974287,434567.90123456786,587830.0803673938,878155.8726673984,811039.1439031259,427391.9378338999,254641.90981432362
DataValue,2239.552089582084,20931.449502878073,513396.4383122092,98081.02345415778,2318.8405797101445,271638.47388566495,786650.7747318236,206927.575348628,420750.6574229023,1081081.0810810812
DataValue,2039.5920815836835,14546.36654335695,491432.2664080181,328098.4295288587,292123.1090245175,876616.2612316459,1648125.2575195713,92485.54913294797,690950.0563274502,770085.1536467975
DataValue,359944.62390401476,364132.90851160674,606106.5232214562,614772.6245366604,2122.653316645807,228621.67509342713,2160.4320864172837,2640.13200660033,800307.8106964218,518306.46376374864
DataValue,3159.8420078996055,197170.24189867644,283884.3690496798,2479.628055791631,2074.1922616673314,840840.840840841,583493.2821497121,2521.0084033613443,121372.03166226913,572828.3399283964
DataValue,2799.580062990551,239423.2077268399,465549.34823091247,234511.1709713199,497087.37864077673,2159.8920053997304,42709.37604270938,2642.113690952762,793178.663493952,834336.141195347
DataValue,463672.1175740013,658938.3770591824,672692.8736598697,137566.13756613756,100805.0402520126,2000.0,416341.3999479573,387784.7794474067,613432.0465362242,629441.6243654821
DataValue,843170.3204047218,756816.9170840291,2519.8740062996853,583941.605839416,480565.37102473504,522875.816993464,65761.25804145819,1719.1404297851072,594648.1665014866,1019194.8360794972
DataValue,2197.3631642029563,1003260.5969400553,1319.9340032998352,804383.8922125584,527383.3671399595,1879.624075184963,1263537.9061371842,176219.71223695928,142971.45905574822,991598.9533122159
DataValue,219619.32650073207,43539.608949808506,318852.1323236349,340689.12117692607,570687.4189364462,1919.90400479976,3158.8943869645627,2159.8920053997304,896860.9865470852,1336005.3440213762
DataValue,205485.41575968656,798864.7711147317,249867.09197235512,475530.01783237566,62063.61520558573,289261.1787393034,1240.0,601073.3452593918,583143.5079726651,423957.6042395761
DataValue,469851.2137823022,910125.1422070536,2520.1260063003147,405151.2082187816,570930.1403536594,51096.9175229103,2759.9999999999995,2879.85600719964,898876.404494382,309397.963130076
DataValue,201963.5343618513,540223.135642983,291400.14214641077,2400.7202160648194,30097.817908201654,1200.1800270040505,114490.1610017889,22898.032200357782,470726.68431891734,2240.5601400350088
DataValue,804169.7691734922,144357.80112135079,593031.8754633062,1138465.9171766045,462528.00462528004,29252.596167909902,471578.94736842107,567375.8865248227,2902.0032485110996,1319805.3287140147
DataValue,805810.3164926046,1919.328235117709,288745.4883517445,109709.27043335162,651996.7400162999,261153.4276387378,1840.6442254789179,607671.8571971136,432113.920942794,380458.2792909641
DataValue,1053411.241873097,1999.8000199980002,179746.4291445996,521779.64127649664,705467.3721340388,204705.73550521125,1199.8800119988,239674.7271560026,574162.6794258374,109101.68989030538
DataValue,720221.6066481995,2839.148255523343,245712.82313795752,22814.522320938908,68874.17218543046,576293.3857236411,2760.6901725431358,201476.33521493702,903699.5199096302,2920.4380657098563
DataValue,466396.7611336032,232585.18432375859,337056.6333529296,593286.4949258391,589101.620029455,493333.3333333333,197044.33497536945,52287.5816993464,819042.7437931916,2399.8800059997
DataValue,975609.756097561,496813.20477202156,247252.74725274727,666717.1755436017,1799.9100044997751,544866.3374765879,1599.6800639872029,382851.44566301093,862185.1003637344,2601.1705267370317
DataValue,418617.46075461304,354767.1840354767,955142.4185570527,129398.90710382513,283085.63340410474,380589.91436726926,115062.76150627616,163487.73841961852,923787.5288683603,81123.24492979719
DataValue,974637.2798759553,702308.8403125274,226743.08748504127,508517.6709890668,554304.5210462498,2560.0,2798.740566744965,521440.8233276158,854700.8547008546,124440.01991040318
DataValue,831831.4154997921,46774.19354838709,2240.5601400350088,1760.6162156754865,2239.216274303994,1480.3700925231308,1480.592236894758,212871.28712871287,653251.6768737242,1078651.6853932585
DataValue,1600.2400360054007,1279.8080287956807,1679.328268692523,2960.7401850462616,442314.7806855879,2517.482517482518,1320.066003300165,1800.270040506076,455810.25573075394,434738.8547851465
DataValue,707455.9221798485,319639.38121094153,1479.7040591881625,3160.4740711106665,44912.28070175439,1160.5802901450725,2359.528094381124,171256.20317213194,850652.4891251812,444669.0247599798
DataValue,583685.976944404,346860.908775581,1320.1980297044556,116267.80350741207,27824.294731418267,2959.2601849537614,391485.1969659897,590104.4030867,933080.6239976673,1434626.6710140202
DataValue,1320.1320132013202,386753.68624607206,10991.756182862853,1080.1080108010801,130776.70760802332,18484.288354898337,1380301.9410496047,124365.48223350252,875136.7401156431,1959.1183967214754
DataValue,1440.0720036001799,796812.749003984,1678.9926044373376,54968.99614546673,365980.45331669785,49079.754601226996,522555.6235966524,273719.252820418,398096.062310688,136062.26578264628
DataValue,155229.28659207036,2279.2022792022794,2320.9283713485393,214638.73852671214,45887.1072871855,2958.9643624731348,1257367.3870333987,220857.51309932955,792340.7065037966,2639.6040593910916
DataValue,184922.51116364592,495049.5049504951,29405.008040431887,921938.4969976345,674798.8580327019,77294.68599033816,1300284.4372206419,587429.0189935382,713471.7336372195,893854.748603352
DataValue,716790.0272691858,3079.6920307969203,2119.8940052997355,2758.207165342527,793159.0035940018,1128349.7884344147,1546961.325966851,416247.0627727425,232201.53340635268,569928.7589051368
DataValue,1023672.4248240564,52523.59458350431,393043.1364842292,1400.490171560046,1520.7603801900952,150867.48805632384,2719.0483330834213,721045.5159981974,277955.5636829112,283445.3268173488
DataValue,490296.22063329926,1361.0888710968777,1279.5521567451394,216923.7961664329,1271152.7766743465,534155.1104262968,1280.3841152345703,360832.24210679467,906104.8816400497,2400.0
DataValue,649724.9148545979,201485.95894723586,111882.523350482,2880.1440072003597,2120.0,1432087.7153725666,1600.1600160016003,76131.28762866576,486137.48575769085,102319.23601637107
DataValue,755073.1477111846,2399.400149962509,1679.91600419979,2440.24402440244,2480.0,1280.320080020005,2480.6201550387595,160804.0201005025,2279.3162051384584,1599.760035994601
DataValue,584795.3216374269,1439.92800359982,762740.1439672023,2200.550137534384,581500.9994548428,1514960.2322939022,2199.5600879824037,412951.66588456125,1028211.5545273441,1313530.8605119784
DataValue,342507.64525993884,390262.93965559296,2880.1440072003597,2560.7682304691407,185787.27357176034,1425770.8073427198,1240.1240124012402,2080.2080208020802,584492.1046429414,323291.69728141074
DataValue,60324.82598607888,625782.227784731,217301.83554201992,2519.118308591993,3238.542655804888,613668.0613668062,38903.625110521665,520013.6845706466,218792.00852917996,1275917.0653907496
DataValue,1799.640071985603,281910.72826938133,362127.4990569596,1440.3600900225056,227499.80785489202,1295616.497516735,3039.8480075996204,522363.6957231473,673297.6281560827,1159887.2331856624
DataValue,2518.9924030387842,301228.6959968292,936037.4414976599,118886.31496131825,155821.15980522355,1439.92800359982,1720.344068813763,438256.10591189226,799029.7495897838,229848.36392657625
DataValue,2199.8900054997252,346996.31316417264,125078.17385866166,155098.87553315237,1183626.5000821962,2159.676048592711,699693.8839257825,2199.6700494925763,270937.37443315535,265492.3734762908
DataValue,2240.672201660498,80267.55852842808,139534.88372093023,556973.7758180553,2518.6147618809655,608486.7894315452,1702127.6595744684,500586.62495111465,955452.0482503285,210913.79396110034
DataValue,31887.456037514658,661308.840413318,161248.64334074114,1719.398210626281,2160.540135033759,1519.4681861348529,148459.3837535014,107279.69348659004,465179.1751183232,472767.92844593513
DataValue,48262.54826254827,254075.79928011855,70960.92925026399,1599.9200039998002,102736.34298132965,148582.60019550342,249376.55860349128,207289.68733805494,637696.0658266906,1061289.466702043
