DataName,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith
DataValue,6.037e-05,3.8125e-05,4.702e-05,6.824e-05,5.507e-05,7.7965e-05,6.7865e-05,5.663e-05,5.3425e-05,5.751e-05
DataValue,6.056e-05,3.9115e-05,4.154e-05,6.714e-05,5.7285e-05,6.978e-05,6.3405e-05,5.674e-05,5.6205e-05,5.629e-05
DataValue,6.351e-05,3.7015e-05,4.2345e-05,6.874e-05,5.622e-05,7.5565e-05,6.2995e-05,5.6245e-05,5.6375e-05,7.078e-05
DataValue,6.261e-05,4.2175e-05,4.123e-05,6.9545e-05,5.493e-05,7.0185e-05,6.2165e-05,5.7095e-05,5.175e-05,8.055e-05
DataValue,0.0004744,4.39e-05,3.9025e-05,6.259e-05,5.4115e-05,6.9235e-05,6.0005e-05,5.6185e-05,0.0009515,5.6915e-05
DataValue,5.785e-05,4.171e-05,4.535e-05,6.368e-05,5.4905e-05,6.977e-05,6.03e-05,5.706e-05,5.5635e-05,7.375e-05
DataValue,6.3665e-05,4.7975e-05,4.605e-05,6.279e-05,5.3255e-05,6.821e-05,6.215e-05,5.478e-05,0.0009569,7.392e-05
DataValue,5.699e-05,4.0375e-05,4.2725e-05,6.402e-05,5.5265e-05,6.839e-05,6.025e-05,7.633e-05,0.0009768,8.014e-05
DataValue,5.5595e-05,4.219e-05,4.0685e-05,6.413e-05,5.446e-05,6.7325e-05,5.9795e-05,5.543e-05,0.0011471,7.5295e-05
DataValue,5.798e-05,3.818e-05,3.844e-05,6.2115e-05,5.6955e-05,6.888e-05,6.5885e-05,5.6185e-05,0.0008574,7.526e-05
DataValue,5.298e-05,3.446e-05,4.364e-05,5.9485e-05,5.4465e-05,6.5615e-05,5.8825e-05,5.492e-05,0.0011026,7.3565e-05
DataValue,6.651e-05,3.81e-05,4.1325e-05,5.9095e-05,5.4495e-05,6.462e-05,6.199e-05,5.518e-05,0.0010343,6.0265e-05
DataValue,5.9e-05,3.4665e-05,3.6345e-05,5.922e-05,5.196e-05,6.672e-05,6.611e-05,5.4875e-05,0.00104575,5.797e-05
DataValue,5.5845e-05,4.0015e-05,3.8845e-05,6.1775e-05,5.658e-05,6.5305e-05,6.4755e-05,7.2465e-05,0.00112475,5.764e-05
DataValue,5.5605e-05,4.154e-05,3.805e-05,6.6655e-05,5.367e-05,6.388e-05,5.9465e-05,7.251e-05,0.00116205,5.997e-05
DataValue,6.297e-05,4.1605e-05,3.86e-05,6.1185e-05,5.235e-05,7.1415e-05,5.797e-05,7.2285e-05,0.0010601,5.783e-05
DataValue,5.5525e-05,3.4645e-05,4.2435e-05,6.1215e-05,5.29e-05,7.027e-05,5.869e-05,7.99e-05,5.3855e-05,5.695e-05
DataValue,5.228e-05,3.3945e-05,4.032e-05,6.354e-05,4.6165e-05,6.494e-05,6.007e-05,6.942e-05,0.00110445,7.874e-05
DataValue,7.095e-05,3.406e-05,4.5245e-05,5.993e-05,4.9615e-05,6.813e-05,5.819e-05,5.4235e-05,0.00103815,6.9965e-05
DataValue,6.5595e-05,3.721e-05,3.774e-05,5.783e-05,5.1285e-05,6.226e-05,7.125e-05,5.494e-05,0.00090865,6.961e-05
DataValue,5.0175e-05,3.133e-05,4.0455e-05,5.874e-05,5.344e-05,6.0795e-05,7.4835e-05,7.308e-05,5.3495e-05,6.7855e-05
DataValue,5.7695e-05,3.3635e-05,3.633e-05,6.205e-05,5.0675e-05,6.5475e-05,6.906e-05,6.9695e-05,5.5015e-05,6.737e-05
DataValue,5.945e-05,3.392e-05,4.03e-05,5.9305e-05,5.293e-05,6.008e-05,5.8235e-05,7.041e-05,5.5025e-05,6.328e-05
DataValue,5.798e-05,3.5495e-05,3.756e-05,5.843e-05,5.2895e-05,6.069e-05,6.7355e-05,7.585e-05,5.209e-05,6.061e-05
DataValue,5.5185e-05,3.5655e-05,3.884e-05,5.6e-05,4.902e-05,6.5665e-05,6.3335e-05,6.882e-05,6.2295e-05,5.928e-05
DataValue,5.485e-05,3.89e-05,3.7625e-05,5.6855e-05,5.0405e-05,6.224e-05,6.4985e-05,6.8035e-05,0.00111385,5.9185e-05
DataValue,6.0555e-05,3.3255e-05,4.028e-05,5.871e-05,5.259e-05,6.164e-05,6.755e-05,6.6845e-05,0.00088355,5.7505e-05
DataValue,7.1215e-05,3.735e-05,4.0555e-05,5.708e-05,5.128e-05,6.467e-05,6.718e-05,6.3575e-05,0.0009384,5.7945e-05
DataValue,4.142e-05,3.2245e-05,3.563e-05,7.46e-05,5.3875e-05,6.158e-05,6.427e-05,6.7905e-05,0.00094405,5.957e-05
DataValue,4.913e-05,3.934e-05,3.6715e-05,5.797e-05,5.1315e-05,5.929e-05,6.426e-05,6.242e-05,0.00096405,6.01e-05
DataValue,4.2005e-05,3.7375e-05,3.374e-05,5.496e-05,4.5355e-05,6.2305e-05,6.17e-05,6.1695e-05,0.00101695,5.9405e-05
DataValue,3.559e-05,3.77e-05,3.307e-05,7.0205e-05,5.403e-05,6.597e-05,5.8245e-05,6.15e-05,0.00086945,5.791e-05
DataValue,4.2495e-05,3.7935e-05,3.16e-05,6.8065e-05,5.1855e-05,5.6705e-05,6.2765e-05,6.059e-05,0.0010967,5.921e-05
DataValue,4.883e-05,0.00102425,3.3e-05,6.6605e-05,4.7605e-05,6.8215e-05,5.941e-05,6.05e-05,0.00108755,5.7205e-05
DataValue,6.693e-05,3.8705e-05,2.823e-05,6.671e-05,4.8535e-05,6.491e-05,6.169e-05,5.9765e-05,4.917e-05,6.0145e-05
DataValue,5.8875e-05,3.8455e-05,3.3005e-05,6.717e-05,4.5155e-05,6.5365e-05,6.376e-05,5.675e-05,4.423e-05,5.689e-05
DataValue,6.0385e-05,4.176e-05,3.281e-05,6.587e-05,4.4275e-05,6.7765e-05,6.049e-05,5.725e-05,4.1945e-05,5.8805e-05
DataValue,6.1415e-05,4.2135e-05,3.141e-05,6.2265e-05,4.628e-05,5.908e-05,7.754e-05,5.514e-05,4.338e-05,5.886e-05
DataValue,6.49e-05,4.247e-05,3.244e-05,6.229e-05,0.0011248,5.8415e-05,7.743e-05,5.5905e-05,3.9555e-05,5.7355e-05
DataValue,5.513e-05,4.2705e-05,3.236e-05,6.232e-05,5.4015e-05,5.79e-05,7.0685e-05,5.7165e-05,4.3495e-05,5.6205e-05
DataValue,5.098e-05,3.9305e-05,3.174e-05,5.815e-05,0.0010969,5.918e-05,7.203e-05,5.8515e-05,4.4015e-05,5.6365e-05
DataValue,5.045e-05,4.3125e-05,3.3015e-05,6.0225e-05,0.0010296,5.776e-05,6.6555e-05,7.574e-05,4.031e-05,7.6285e-05
DataValue,4.719e-05,3.775e-05,3.3775e-05,5.9635e-05,0.00111995,5.581e-05,6.81e-05,5.6265e-05,4.2545e-05,5.4955e-05
DataValue,4.3835e-05,3.729e-05,3.04e-05,6.0715e-05,0.00099515,7.723e-05,6.475e-05,5.576e-05,3.34e-05,5.545e-05
