DataName,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth
DataValue,16927.634363097757,15288.741171582884,24145.525736193817,18191.70497800188,11225.444340505146,12266.666666666668,11891.891891891893,18451.53850186088,12383.90092879257,17119.27446884394
DataValue,16685.78579622484,15257.048092868989,24392.25381128966,18457.217373858963,11345.72959344469,12197.547232350016,12407.472682410997,18801.410105757932,12931.034482758621,17009.21332388377
DataValue,17420.654363329522,11572.79162819329,24899.05787348587,18166.559707755343,11464.968152866242,12369.747899159664,12424.991175432404,16413.623307345097,12875.536480686695,17070.568510897727
DataValue,17486.33879781421,15162.75236918006,24523.61226180613,18188.108535560717,11242.973141786384,12641.703881827552,12424.991175432404,18940.00538068335,12303.485987696515,17102.718110556856
DataValue,17255.32488541386,15231.7880794702,26205.641492265695,18070.218512153206,11450.381679389313,12529.792305073206,12455.76786978061,18879.05604719764,12240.734444066644,16957.706672050066
DataValue,16823.51085642185,11842.51968503937,22585.43833580981,15614.617940199334,11885.11059755695,12585.499316005473,12535.612535612536,19005.453269261918,12734.34736469756,17245.8040342863
DataValue,16919.579125469256,11540.822590546346,24360.134968315368,18646.1289014998,12174.501183632061,12624.356775300173,12657.317511686444,18626.309662398136,12761.432116270826,17206.063088897994
DataValue,17892.08834218619,15307.820299500834,23735.06535161575,15838.247683235046,14654.454621149041,12698.4126984127,12616.487455197132,18345.754938239435,21703.74389582203,17195.49641760491
DataValue,17573.72727771981,12148.626817447495,22845.11911024273,15745.39363484087,12261.58038147139,12680.90971743625,12680.115273775215,19390.73431388751,14940.577249575552,15036.279395052015
DataValue,18208.717423466485,11644.47197274698,24025.974025974025,16082.121471343027,12137.559002022927,12602.739726027397,12800.0,19116.92825720958,14636.174636174637,17231.65290527719
DataValue,17301.03806228374,11925.150650174435,23611.997447351627,16396.302110587825,12508.68658790827,12504.247366632688,12571.428571428572,16042.06586159262,12405.237767057202,14955.221285105643
DataValue,17618.234873093654,11684.27594779366,25084.92291612229,16034.11513859275,12508.68658790827,12663.454920853406,12522.234080398435,18913.545752511956,12137.559002022927,14956.521739130434
DataValue,17693.243392679422,12043.561819346573,28469.75088967972,16422.082459818306,12195.121951219511,12667.814113597246,12611.967036904334,18723.40425531915,12508.68658790827,17063.633131887662
DataValue,18336.007334402933,12148.626817447495,25285.338015803336,16465.23033806271,12443.829934324232,12822.299651567946,12342.215988779804,16539.557107415236,12358.39340885685,17238.725565645684
DataValue,17911.116086421138,12299.640170101406,29135.856969429424,16601.17444478785,12072.434607645877,12782.216047238624,11976.862878530113,18947.141780600712,12521.739130434784,17270.624518118733
DataValue,18265.88275586506,12231.620039037085,25959.577229742255,16343.562548900285,12311.901504787962,12707.18232044199,12320.61603080154,16511.48924459937,12547.926106657373,17212.232979867833
DataValue,18326.556325525456,11088.174579769979,25870.83063845514,16677.75559991129,12530.455969369998,12768.910478834143,12346.545071904595,17507.17307785829,12358.39340885685,17068.834137668277
DataValue,16654.81872651569,12016.618728028123,23625.18956022029,13039.049235993209,12680.521310320535,12808.910546467108,12260.536398467433,16657.412548584118,13090.90909090909,17098.366495343747
DataValue,18454.440599769317,12255.54106910039,22060.957910014517,21515.892420537897,12232.415902140674,12907.751666082077,12243.478260869566,17240.553613332697,12362.637362637364,17204.301075268817
DataValue,17056.68226729069,12315.7549950868,23087.122689337804,16583.601640718036,12418.075198344257,13072.824156305507,12504.440497335701,17159.199237368925,12636.012636012638,17041.99634814364
DataValue,17248.63273033235,12685.560053981106,23870.96774193548,13291.796469366564,12324.546388223212,12966.878083157153,12117.039586919105,16840.52954109557,13081.395348837208,17210.469702402293
DataValue,14904.187366926897,12566.844919786095,22503.516174402248,12736.318407960198,12371.134020618556,13124.10841654779,12504.440497335701,16658.954187875985,13181.984621017942,17155.986724534083
DataValue,15934.743431660818,12784.767086025162,19483.68241597662,16034.11513859275,12354.152367879205,13175.796634443252,12372.583479789104,16993.15553457635,12711.864406779661,17110.556602332334
DataValue,15193.994754454192,12754.409769335141,19114.74822292575,12770.20285999335,12303.485987696515,13194.693438508426,11940.298507462687,17070.510692778225,15381.254096569804,17179.67072297781
DataValue,15013.404825737265,12741.443578447983,21434.460016488047,13365.81970066133,12448.13278008299,13208.901651112707,11796.246648793565,17112.706184341874,15609.756097560976,17171.768794398733
DataValue,15577.190542420027,12806.539509536784,21308.56440376998,13612.194257355546,12443.829934324232,13314.037626628076,11956.521739130434,16576.875259013676,13038.75407461065,16946.587986079587
DataValue,16123.614376889485,18159.806295399518,20762.62727091236,12753.23812686815,12371.134020618556,13323.67849384504,12273.361227336123,17405.59880094764,12435.233160621763,17213.11475409836
DataValue,15785.764622973926,19523.01719356628,19838.809671419716,13525.889397675237,12530.455969369998,13166.368515205724,14789.33791917455,17138.77648179005,17259.5454317395,15073.83550238815
DataValue,15721.504772599663,19559.902200488996,18018.018018018014,14227.491663579103,12366.884232222605,13343.002175489486,12125.387530141234,17790.956263899185,14545.454545454546,15305.895439377085
DataValue,16151.516608181511,17897.091722595076,19361.084220716362,13506.858951811466,12448.13278008299,13386.686067660967,12150.50051777701,17822.664488341008,21994.63880679085,16931.21693121693
