DataName,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth,Rth
Units,\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W),\g(W)
Size,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm,120nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,41707.16621012636,3317.8717598908597,33603.81861575179,2375.6495916852264,50678.73303167421,2836.400472733412,37858.03237858032,35521.11084201179,3720.333547145606,32722.31480078776
DataValue,39583.33333333333,2906.0716139076285,36195.37275064267,2746.901006809055,48661.800486618,3321.99088759444,38336.47099092932,37112.01079622132,34357.44962008589,32949.953372707496
DataValue,40429.116056387975,2792.7780505100095,36115.485564304465,2727.693018955155,4239.742118778342,2291.64801718736,39085.674402373064,31052.88694808346,33264.03326403326,32299.840024377238
DataValue,39128.19632744122,42802.34201494044,37298.15783488742,2280.1140057002845,3516.223023359178,2120.107898348398,36845.135290731145,34016.7046317388,33282.66261300904,33234.04922401631
DataValue,39402.0565108442,42720.40302267003,36134.4537815126,2685.314685314685,2465.039108793553,2337.2591983931343,38235.043099769566,35024.62669064187,34106.74756087563,33032.09722655033
DataValue,40311.17397454031,44416.50953278861,38030.56027164686,2200.825309491059,2361.5285530270503,2642.142167572786,37461.32619784263,33397.942448188456,36017.31601731602,32965.32421085368
DataValue,40137.311856350665,44033.64835393083,33755.27426160337,38170.68779258193,2388.305538398188,2695.4804229115834,39401.93491644679,33595.80052493439,27530.679825985328,32741.31274131274
DataValue,33772.47252347332,40912.965242920734,37906.33608815427,30330.688759390578,2195.7183492190234,2493.6242561632193,36975.899636843846,35270.03621476934,28759.41124601506,34163.2422850697
DataValue,32636.983892523032,40510.12753188297,39482.96122209166,33623.91033623911,2261.459511176829,2328.13319975192,29964.51570508608,34427.11135018828,28961.748633879783,33039.81921608353
DataValue,32554.549919315228,40866.52161574118,36740.360995407456,34805.02739284564,39024.39024390244,2430.9392265193374,37809.097814161534,33732.39966869965,29211.160868067516,35871.40439932318
DataValue,33431.803444052166,34804.6195222275,32098.535037790425,36529.68036529681,2647.3307703537885,2490.306373218284,38540.94975911907,34506.662558730655,29773.190084965947,32898.820608317816
DataValue,41170.09750812567,33361.13427856547,41823.70820668693,38609.348467244614,2851.3422061809156,2667.20549605981,37777.215616831105,33618.49016959328,30622.56247291637,1911.0493398193191
DataValue,32837.93347487615,36795.45074427162,39055.404178019984,38796.58733722497,39687.64354616445,2438.6398276133914,38973.4667246629,37141.43591444205,1889.1417285646817,34536.12446037306
DataValue,36151.14920140241,42482.0532992428,37091.67544783983,29792.13216873181,32934.13173652695,35927.1094222299,32590.051457975984,37783.58775406933,2570.7473826059913,34446.34007636689
DataValue,34733.13870798712,37983.42541436465,39745.811669555165,31084.422465559877,32624.008304293027,2571.366310743081,38987.03333043252,27972.027972027972,2656.9608735213833,35410.05511942542
DataValue,37096.25839462744,34547.73869346734,37723.98616787174,35045.79848665871,37593.984962406015,2240.470878625338,30777.53779697624,40719.869114706424,2447.0374985838903,34418.37811510675
DataValue,35980.148883374684,37181.003887104955,41314.55399061033,35398.23008849558,38098.53666984155,2272.9664316531625,30381.770937437537,40634.92063492064,33375.31486146096,2665.556018325698
