DataName,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith
DataValue,0.00030815,0.00039225,8.787e-05,0.0004303,0.00016255,6.501e-05,0.00016235,9.174e-05,0.00045365,0.00071855
DataValue,0.00030755,0.00039225,8.828e-05,0.00031595,0.000162,6.5215e-05,0.0001587,9.1575e-05,0.00048015,0.00071695
DataValue,0.00029245,0.0003914,8.8375e-05,0.00042225,0.00016275,6.429e-05,0.0001577,9.2325e-05,0.0004903,0.00071865
DataValue,0.0003046,0.0003899,8.778e-05,0.00042665,0.00016155,7.5875e-05,0.00016075,9.35e-05,0.00048555,0.0007157
DataValue,0.0002932,0.0003907,8.766e-05,0.0004239,0.0001619,6.5805e-05,0.00015895,9.34e-05,0.0004989,0.0007162
DataValue,0.00029945,0.00039005,8.7645e-05,0.0004242,0.00016245,6.5315e-05,0.0001629,9.3285e-05,0.0004292,0.00071945
DataValue,0.00029215,0.0003894,8.785e-05,0.00040785,0.0001628,6.442e-05,0.0001615,9.337e-05,0.0004305,0.0007191
DataValue,0.00029765,0.0003893,7.591e-05,0.0004131,0.0001619,6.4865e-05,0.00015965,9.3675e-05,0.00042955,0.00071065
DataValue,0.000306,0.0003896,8.9645e-05,0.00031205,0.000162,6.4165e-05,0.00015825,9.421e-05,0.0004303,0.0007072
DataValue,0.0002963,0.0003893,8.835e-05,0.0004158,0.000162,7.487e-05,0.0001634,9.3655e-05,0.0004297,0.0008476
DataValue,0.00029565,0.0003889,8.7775e-05,0.0004145,0.00016395,7.4185e-05,0.00015805,9.3455e-05,0.0004311,0.0008457
DataValue,0.0003074,0.00039005,8.6435e-05,0.00041025,0.0001626,7.4255e-05,0.0001579,9.2905e-05,0.0004308,0.0006949
DataValue,0.0003081,0.00038965,8.897e-05,0.00040555,0.00016315,6.3995e-05,0.00016215,9.3315e-05,0.00042995,0.00084435
DataValue,0.00030885,0.0005802,7.626e-05,0.00040725,0.000163,6.4495e-05,0.0001595,9.354e-05,0.00043,0.00084425
DataValue,0.00029575,0.00058555,8.97e-05,0.00040285,0.0001622,6.46e-05,0.00016335,9.4045e-05,0.00043,0.00084595
DataValue,0.0003024,0.00057885,8.8935e-05,0.0004023,0.00016245,6.5065e-05,0.00016365,9.3895e-05,0.00043055,0.00069765
DataValue,0.0002866,0.00058625,7.6075e-05,0.00040045,0.0001628,6.6e-05,0.0001649,9.3735e-05,0.00043055,0.00069085
DataValue,0.00030375,0.00058455,9.0565e-05,0.00040325,0.00016245,7.5585e-05,0.00015695,9.453e-05,0.0004303,0.00069045
DataValue,0.00028345,0.0005815,8.8465e-05,0.00039885,0.00016245,6.4995e-05,0.0001601,9.489e-05,0.00043075,0.00069375
DataValue,0.00029005,0.00058505,8.7575e-05,0.0004012,0.000163,6.513e-05,0.0001629,9.69e-05,0.0004302,0.00068925
DataValue,0.00029835,0.0005822,8.7405e-05,0.0004013,0.00016275,6.551e-05,0.000165,9.3275e-05,0.0004301,0.00069645
DataValue,0.0002975,0.00057985,8.7815e-05,0.00040055,0.00016355,6.5375e-05,0.00016715,8.4275e-05,0.0004313,0.00069525
DataValue,0.00031525,0.00058385,8.855e-05,0.00040485,0.0001626,6.612e-05,0.000163,9.5315e-05,0.00043195,0.00068905
DataValue,0.0003001,0.00058725,7.6975e-05,0.0004018,0.0001621,6.5785e-05,0.0001688,8.467e-05,0.0004314,0.00069435
DataValue,0.0003042,0.00056935,8.8905e-05,0.00040115,0.00016315,6.5855e-05,0.0001646,9.479e-05,0.00043115,0.0008417
DataValue,0.000308,0.00055925,8.8275e-05,0.00040155,0.00015525,6.46e-05,0.00016365,8.52e-05,0.00043195,0.0008362
DataValue,0.00030875,0.0005674,8.7685e-05,0.00040075,0.0001551,6.52e-05,0.0001667,8.4665e-05,0.00043165,0.00084015
DataValue,0.0003231,0.0005695,8.761e-05,0.00040755,0.00015475,6.544e-05,0.00016245,9.4865e-05,0.0004322,0.0007638
DataValue,0.00031885,0.00057475,8.809e-05,0.0003092,0.0001554,6.463e-05,0.00016535,8.468e-05,0.00043195,0.00076965
DataValue,0.0003215,0.0005727,8.6945e-05,0.00039665,0.0001721,6.4925e-05,0.0001598,9.508e-05,0.00043165,0.00077095
DataValue,0.0003047,0.00057375,8.7425e-05,0.00039685,0.0001726,6.502e-05,0.0001628,9.777e-05,0.0004315,0.00076615
DataValue,0.0003137,0.0005704,8.7115e-05,0.00039455,0.0001737,6.5015e-05,0.0001628,9.346e-05,0.00043205,0.0007635
DataValue,0.00033085,0.00056685,8.677e-05,0.00039245,0.00017325,6.575e-05,0.00016105,9.417e-05,0.00043185,0.0007589
DataValue,0.0003101,0.00056315,8.72e-05,0.0003862,0.0001539,6.633e-05,0.00016395,9.3765e-05,0.00043235,0.0007551
DataValue,0.0003112,0.0005327,8.6105e-05,0.00038545,0.00015435,6.584e-05,0.0001676,9.2985e-05,0.0004312,0.00076245
DataValue,0.00032385,0.0005368,8.6115e-05,0.0003874,0.00017375,6.572e-05,0.00016715,9.259e-05,0.0004322,0.00076235
DataValue,0.0003287,0.00055625,8.6565e-05,0.00038505,0.0001723,6.5595e-05,0.00016465,9.2865e-05,0.00043295,0.00076265
DataValue,0.0003139,0.0005547,8.6995e-05,0.00038395,0.00017375,6.5475e-05,0.00016105,9.292e-05,0.0004329,0.0007571
DataValue,0.0003131,0.00053075,8.5855e-05,0.000384,0.000173,6.5455e-05,0.00016075,9.3125e-05,0.0004333,0.000761
DataValue,0.00033085,0.00053465,8.674e-05,0.000381,0.0001713,6.574e-05,0.00015665,9.2875e-05,0.00043385,0.00076625
DataValue,0.00030845,0.00053735,8.8035e-05,0.0003786,0.0001567,6.54e-05,0.00015485,9.411e-05,0.00043405,0.00075895
DataValue,0.0003256,0.0005452,8.518e-05,0.0003769,0.0001763,6.5065e-05,0.00015865,9.345e-05,0.0004339,0.00075385
DataValue,0.0003285,0.0005491,8.6565e-05,0.00038085,0.000158,6.514e-05,0.000159,9.157e-05,0.0003999,0.00075285
DataValue,0.0003079,0.0005571,8.629e-05,0.00038355,0.00015785,6.5715e-05,0.0001625,0.00010216,0.00040045,0.0007549
DataValue,0.00033445,0.0005597,8.737e-05,0.00037125,0.0001578,6.609e-05,0.00015885,9.107e-05,0.0003987,0.0007578
DataValue,0.000331,0.0005657,8.7215e-05,0.00036965,0.00015735,6.5095e-05,0.0001565,9.1035e-05,0.00039925,0.00075105
DataValue,0.0002982,0.0005387,8.719e-05,0.0003618,0.0001572,6.3865e-05,0.00016365,9.2905e-05,0.0004006,0.0007654
DataValue,0.0003109,0.00054955,8.8555e-05,0.00041865,0.00015805,6.435e-05,0.000179,9.2565e-05,0.00037585,0.0008637
DataValue,0.0003134,0.0005499,8.8175e-05,0.0004375,0.00015815,6.477e-05,0.00016105,9.291e-05,0.0003778,0.00087275
DataValue,0.0003094,0.0005509,8.5465e-05,0.00035,0.00015895,6.5865e-05,0.00016535,9.376e-05,0.0003792,0.0007618
DataValue,0.00028915,0.0005508,8.684e-05,0.00036295,0.0001577,6.4705e-05,0.0001568,9.323e-05,0.0003786,0.000753
DataValue,0.0003246,0.00054695,8.6255e-05,0.000368,0.0001575,6.596e-05,0.0001584,9.4475e-05,0.0003783,0.00076055
DataValue,0.0003299,0.0005394,8.7025e-05,0.0003704,0.00017605,6.491e-05,0.0001596,9.321e-05,0.000377,0.0007556
DataValue,0.00033075,0.00052695,8.7105e-05,0.00037385,0.00017695,6.5065e-05,0.00015625,9.4375e-05,0.0003782,0.00075195
