DataName,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith
Units,A,A,A,A,A,A,A,A,A,A
Size,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm,220nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,0.0003629,0.0003896,0.00046165,0.00027785,0.0001825,6.4025e-05,0.0001767,9.317e-05,0.0003988,0.00076835
DataValue,0.00029625,0.00039075,7.35e-05,0.0002059,0.00016075,7.411e-05,0.00015915,9.3125e-05,0.00040675,0.00076885
DataValue,0.00029475,0.0003911,7.35e-05,0.0002041,0.00016035,7.444e-05,0.00016325,9.3505e-05,0.0004092,0.0007693
DataValue,0.00033755,0.0003911,7.248e-05,0.00023405,0.00018265,7.4825e-05,0.0001569,9.3405e-05,0.00041055,0.0007631
DataValue,0.0003388,0.0003905,7.0325e-05,0.00023155,0.0001836,7.357e-05,0.00015705,9.3405e-05,0.00041035,0.0007651
DataValue,0.00034375,0.00039105,6.9235e-05,0.00027155,0.00018215,7.4245e-05,0.00015725,9.3045e-05,0.0004128,0.0007656
DataValue,0.0003466,0.0003908,8.1455e-05,0.0002698,0.0001825,7.4555e-05,0.0001421,9.373e-05,0.00041295,0.0007605
DataValue,0.0003674,0.0003924,7.9205e-05,0.0002682,0.0001836,7.4155e-05,0.0001592,9.3995e-05,0.0004135,0.0007589
DataValue,0.0003653,0.00039085,8.022e-05,0.00026865,0.0001609,6.4385e-05,0.00015845,9.345e-05,0.00041,0.0007545
DataValue,0.00037135,0.00039145,8.012e-05,0.0003257,0.00016095,7.3115e-05,0.0001584,9.3985e-05,0.00040995,0.000757
DataValue,0.00034955,0.0003915,7.937e-05,0.0003237,0.00018315,7.409e-05,0.00016165,9.383e-05,0.00041055,0.00075295
DataValue,0.0003466,0.0003914,7.862e-05,0.00032095,0.00018295,7.4585e-05,0.00016155,9.3885e-05,0.0004115,0.0007512
DataValue,0.00035465,0.0003917,7.966e-05,0.00026515,0.00018295,7.328e-05,0.000159,9.4465e-05,0.0004116,0.0007485
DataValue,0.00034225,0.0003912,7.8475e-05,0.00032445,0.0001623,7.3615e-05,0.0001594,9.3525e-05,0.00041345,0.0007469
DataValue,0.0003413,0.00039205,7.907e-05,0.00032205,0.00016115,7.385e-05,0.0001617,9.4265e-05,0.00041305,0.00074655
DataValue,0.0003619,0.00039145,8.223e-05,0.00031975,0.0001828,7.4195e-05,0.000158,9.3885e-05,0.0004145,0.00074705
DataValue,0.00035715,0.00039185,8.0005e-05,0.00032085,0.000182,7.427e-05,0.00016095,9.386e-05,0.00041445,0.00074265
DataValue,0.0003502,0.0003915,7.9385e-05,0.00031875,0.0001605,6.405e-05,0.0001626,9.3205e-05,0.0004155,0.0007482
DataValue,0.00033385,0.000392,7.985e-05,0.0003161,0.000183,7.3765e-05,0.0001607,9.3215e-05,0.0004144,0.00074555
DataValue,0.00033055,0.00039165,8.057e-05,0.0003173,0.0001822,6.3845e-05,0.00016245,9.33e-05,0.0004145,0.00074255
DataValue,0.0003307,0.0003918,7.888e-05,0.00031675,0.0001608,6.4235e-05,0.00015875,0.00010466,0.0004142,0.00074245
DataValue,0.00032835,0.0003917,7.8945e-05,0.0003152,0.00016075,7.407e-05,0.0001433,0.00011124,0.00041455,0.0007494
DataValue,0.0003389,0.00039095,7.759e-05,0.0003155,0.00016125,7.5325e-05,0.0001599,0.000105305,0.0004156,0.0007426
DataValue,0.0003471,0.000392,7.906e-05,0.0003163,0.0001834,6.4445e-05,0.00015845,0.000104455,0.0004142,0.00073945
DataValue,0.0003175,0.0003917,7.9035e-05,0.00031765,0.000182,6.4245e-05,0.0001593,9.3315e-05,0.0004149,0.0007455
DataValue,0.000336,0.0003916,7.8825e-05,0.0003169,0.00016135,6.4045e-05,0.0001558,0.00010425,0.0004152,0.0007401
DataValue,0.00032595,0.00039185,7.799e-05,0.0003185,0.00016155,6.4715e-05,0.00015745,0.00010548,0.0004169,0.00073645
DataValue,0.0003211,0.0003919,7.701e-05,0.00031705,0.00018235,6.4055e-05,0.00015555,0.00010512,0.00038655,0.00073915
DataValue,0.00032895,0.0003923,7.704e-05,0.00031755,0.00016065,6.3965e-05,0.00015795,0.00010518,0.00038705,0.00073895
DataValue,0.00033415,0.0003926,9.095e-05,0.00031665,0.0001835,6.421e-05,0.00015915,9.4645e-05,0.0003883,0.0007369
DataValue,0.0003338,0.0003915,7.7625e-05,0.0003163,0.0001615,6.3915e-05,0.0001579,0.00010481,0.0003893,0.00073295
DataValue,0.00031615,0.00039165,7.6755e-05,0.0003164,0.00016155,6.395e-05,0.0001567,0.00010546,0.00039125,0.000728
DataValue,0.00032875,0.00039255,7.668e-05,0.0003175,0.00018435,7.3315e-05,0.0001595,9.3585e-05,0.0003913,0.0007298
DataValue,0.0003273,0.000392,7.6765e-05,0.00042975,0.00016155,6.387e-05,0.00015885,0.000105075,0.00039175,0.00072965
DataValue,0.0003247,0.0003917,7.7075e-05,0.0004269,0.00016165,6.423e-05,0.0001786,0.00010341,0.0003929,0.00073075
DataValue,0.0003273,0.0003917,7.5975e-05,0.0004309,0.00016095,7.4055e-05,0.000159,9.371e-05,0.0004007,0.0007296
DataValue,0.00031385,0.00039195,8.814e-05,0.00031605,0.00016145,7.4275e-05,0.00015955,9.335e-05,0.000394,0.00072595
DataValue,0.0003159,0.00039175,7.572e-05,0.0003152,0.00016215,6.417e-05,0.00016185,9.371e-05,0.00039525,0.000721
DataValue,0.0003133,0.0003917,7.6115e-05,0.00031705,0.0001626,7.454e-05,0.00016335,9.4155e-05,0.00039515,0.00072805
DataValue,0.00031765,0.00039255,7.5995e-05,0.00031715,0.0001621,6.3915e-05,0.00015985,9.3645e-05,0.00039515,0.00072635
DataValue,0.00030865,0.00039155,8.8875e-05,0.00031665,0.0001613,6.457e-05,0.0001602,0.00010383,0.00057805,0.00071925
DataValue,0.0003045,0.0003922,7.5885e-05,0.00031555,0.0001618,6.4565e-05,0.00015785,0.00010229,0.0006027,0.0007204
DataValue,0.00030555,0.00039235,7.649e-05,0.0004307,0.00016195,7.4675e-05,0.00015975,9.175e-05,0.00060345,0.00071975
DataValue,0.0002987,0.0003923,8.87e-05,0.000316,0.0001617,7.378e-05,0.0001594,9.15e-05,0.00061495,0.00071345
DataValue,0.0003055,0.00039335,8.874e-05,0.0004279,0.00016235,6.397e-05,0.0001582,9.173e-05,0.0006366,0.00072205
DataValue,0.00030405,0.00039235,8.7985e-05,0.0004241,0.00016215,7.865e-05,0.0001583,0.00010228,0.00045075,0.00071865
