DataName,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith,Ith
DataValue,3.493e-05,1.5575e-05,2.395e-05,3.7425e-05,2.7755e-05,2.4335e-05,3.7155e-05,3.824e-05,4.4265e-05,3.045e-05
DataValue,3.0765e-05,1.114e-05,2.5025e-05,3.0865e-05,2.5915e-05,1.7215e-05,3.487e-05,3.289e-05,4.084e-05,2.69e-05
DataValue,3.051e-05,1.346e-05,2.3395e-05,3.4715e-05,2.269e-05,1.7495e-05,3.239e-05,3.668e-05,4.0615e-05,0.000964
DataValue,3.405e-05,8.241e-06,2.683e-05,3.2985e-05,2.64e-05,1.354e-05,4.2465e-05,3.298e-05,4.4115e-05,2.7365e-05
DataValue,2.874e-05,1.1141e-05,2.6615e-05,2.9605e-05,1.702e-05,1.0918e-05,4.018e-05,3.337e-05,3.692e-05,2.399e-05
DataValue,3.0665e-05,2.796e-05,2.2095e-05,2.991e-05,1.8635e-05,1.263e-05,3.1695e-05,3.197e-05,3.677e-05,3.2845e-05
DataValue,3.6355e-05,1.464e-05,2.135e-05,3.119e-05,1.8605e-05,1.21e-05,3.198e-05,3.5165e-05,4.465e-05,3.012e-05
DataValue,3.249e-05,1.433e-05,2.111e-05,3.1455e-05,1.9675e-05,1.365e-05,4.1385e-05,3.1425e-05,4.445e-05,3.42e-05
DataValue,3.8515e-05,1.34e-05,2.1935e-05,3.441e-05,1.243e-05,1.628e-05,3.9105e-05,3.6495e-05,3.646e-05,2.828e-05
DataValue,3.242e-05,1.3385e-05,2.2105e-05,2.818e-05,1.343e-05,1.086e-05,3.443e-05,3.242e-05,4.0235e-05,2.7955e-05
DataValue,3.5905e-05,1.5035e-05,2.7195e-05,2.7315e-05,1.709e-05,2.1225e-05,3.573e-05,3.7725e-05,4.772e-05,2.616e-05
DataValue,3.103e-05,1.561e-05,2.572e-05,3.0305e-05,1.5855e-05,1.962e-05,3.304e-05,3.2475e-05,4.101e-05,2.6915e-05
DataValue,3.424e-05,1.3565e-05,2.5595e-05,2.6805e-05,1.5375e-05,1.9715e-05,3.3455e-05,2.971e-05,3.813e-05,3.333e-05
DataValue,2.495e-05,1.361e-05,2.483e-05,2.535e-05,1.4625e-05,1.779e-05,4.001e-05,2.7985e-05,4.4285e-05,2.533e-05
DataValue,2.9235e-05,1.3865e-05,2.472e-05,2.5895e-05,1.356e-05,1.809e-05,4.2255e-05,2.6305e-05,4.1125e-05,2.761e-05
DataValue,2.951e-05,9.409e-06,2.43e-05,2.8025e-05,1.0375e-05,1.652e-05,3.8875e-05,3.045e-05,4.233e-05,2.557e-05
DataValue,3.633e-05,9.971e-06,2.5125e-05,2.7255e-05,1.3815e-05,1.928e-05,3.6465e-05,2.961e-05,3.8205e-05,2.7755e-05
DataValue,3.1805e-05,9.3915e-06,2.2385e-05,2.5725e-05,1.3585e-05,1.8455e-05,3.5245e-05,3.2555e-05,3.67e-05,2.682e-05
DataValue,3.308e-05,1.0102e-05,2.0605e-05,2.3305e-05,1.0023e-05,1.8125e-05,4.392e-05,3.2405e-05,4.279e-05,2.9955e-05
DataValue,3.4575e-05,9.554e-06,2.3795e-05,2.31e-05,1.625e-05,1.00965e-05,4.2045e-05,2.886e-05,3.6805e-05,2.698e-05
DataValue,2.8965e-05,1.0972e-05,2.3355e-05,2.171e-05,2.329e-05,7.4275e-06,4.004e-05,2.202e-05,4.7895e-05,3.585e-05
DataValue,3.069e-05,1.1094e-05,2.283e-05,2.3045e-05,1.1005e-05,5.965e-06,3.847e-05,2.667e-05,3.7855e-05,2.8185e-05
DataValue,2.9965e-05,2.7185e-05,2.0485e-05,2.7455e-05,1.623e-05,3.9655e-06,4.0035e-05,2.8095e-05,3.46e-05,2.538e-05
DataValue,3.3495e-05,1.5905e-05,2.1375e-05,2.5315e-05,1.11345e-05,2.0135e-05,3.6385e-05,2.8585e-05,4.2585e-05,2.831e-05
DataValue,3.0725e-05,1.477e-05,2.3335e-05,2.1835e-05,2.145e-05,1.5635e-05,3.763e-05,3.145e-05,4.4915e-05,2.856e-05
DataValue,2.9175e-05,1.013e-05,2.4405e-05,2.8495e-05,7.9435e-06,1.812e-05,3.5045e-05,2.8355e-05,4.359e-05,2.257e-05
DataValue,3.518e-05,6.9065e-06,2.449e-05,2.1265e-05,1.0573e-05,1.7205e-05,3.8575e-05,2.7935e-05,4.4915e-05,3.1435e-05
DataValue,3.424e-05,1.808e-05,2.265e-05,2.1115e-05,1.761e-05,1.379e-05,3.522e-05,2.7865e-05,4.5665e-05,2.666e-05
DataValue,3.074e-05,2.676e-05,2.456e-05,2.742e-05,1.7035e-05,1.4305e-05,3.429e-05,2.3785e-05,3.035e-05,3.4355e-05
DataValue,2.9305e-05,2.0945e-05,2.4325e-05,2.065e-05,1.4285e-05,1.548e-05,3.314e-05,1.6835e-05,3.89e-05,2.6885e-05
DataValue,3.8225e-05,4.442e-05,1.935e-05,1.6315e-05,1.819e-05,2.1655e-05,4.3215e-05,2.7115e-05,4.0855e-05,3.022e-05
DataValue,3.2115e-05,3.7425e-05,2.3855e-05,2.4685e-05,2.2725e-05,1.702e-05,3.2585e-05,2.412e-05,3.991e-05,2.5875e-05
DataValue,3.6725e-05,5.024e-05,2.3025e-05,2.05e-05,1.313e-05,1.249e-05,4.404e-05,2.789e-05,4.2095e-05,2.3025e-05
DataValue,3.117e-05,3.787e-05,2.2885e-05,1.759e-05,2.3335e-05,1.4715e-05,4.2545e-05,2.4015e-05,3.7735e-05,1.46e-05
DataValue,2.94e-05,8.4345e-05,2.187e-05,1.8255e-05,1.2685e-05,1.579e-05,4.1115e-05,2.22e-05,4.3455e-05,2.286e-05
DataValue,3.129e-05,2.949e-05,2.3065e-05,1.904e-05,8.388e-06,1.12845e-05,3.209e-05,0.0009726,4.3015e-05,1.1134e-05
DataValue,3.2605e-05,1.028e-05,2.597e-05,2.595e-05,7.4495e-06,1.13675e-05,4.163e-05,3.0955e-05,4.428e-05,1.651e-05
DataValue,3.242e-05,6.181e-05,2.333e-05,2.5755e-05,1.00435e-05,1.1166e-05,3.226e-05,2.133e-05,3.9135e-05,1.5755e-05
DataValue,2.8895e-05,0.000136,2.2765e-05,2.649e-05,8.8545e-06,1.04665e-05,3.2575e-05,1.941e-05,4.263e-05,1.5325e-05
DataValue,2.8515e-05,0.00010975,2.255e-05,2.5995e-05,3.072e-05,9.6315e-06,4.0525e-05,1.03805e-05,3.7135e-05,1.95e-05
DataValue,2.917e-05,0.00011965,2.245e-05,1.7675e-05,1.386e-05,1.2925e-05,3.9885e-05,3.8335e-05,3.549e-05,2.1145e-05
DataValue,3.275e-05,7.253e-05,2.156e-05,2.012e-05,1.4035e-05,1.549e-05,4.152e-05,2.157e-05,3.425e-05,2.8505e-05
DataValue,3.5705e-05,9.241e-05,2.6545e-05,1.6e-05,1.6515e-05,1.6755e-05,3.779e-05,1.9975e-05,4.123e-05,3.815e-05
DataValue,3.604e-05,0.0001978,2.245e-05,1.02015e-05,1.1645e-05,1.714e-05,3.434e-05,2.1885e-05,3.0855e-05,4.9005e-05
DataValue,3e-05,0.0002302,2.255e-05,1.3505e-05,4.222e-05,2.454e-05,4.2345e-05,1.7585e-05,3.695e-05,3.6565e-05
DataValue,3.064e-05,7.908e-05,2.2085e-05,1.323e-05,2.4645e-05,1.0622e-05,4.031e-05,7.6915e-05,3.248e-05,7.564e-05
DataValue,2.7955e-05,0.0001285,2.533e-05,1.014e-05,4.756e-05,9.2615e-06,3.4255e-05,9.313e-05,3.4635e-05,5.644e-05
DataValue,2.9115e-05,3.202e-05,2.5175e-05,1.05195e-05,2.8285e-05,7.6425e-05,4.179e-05,6.8715e-05,4.255e-05,6.764e-05
DataValue,3.078e-05,1.6145e-05,2.0395e-05,1.3075e-05,2.239e-05,7.5785e-06,3.742e-05,0.000101285,2.83e-05,7.9335e-05
DataValue,3.0345e-05,7.915e-05,2.413e-05,2.8805e-05,2.6735e-05,6.574e-05,3.545e-05,7.3695e-05,3.287e-05,7.7415e-05
DataValue,3.6265e-05,0.00018425,2.699e-05,2.7815e-05,3.53e-05,1.5065e-05,3.3115e-05,8.8295e-05,3.287e-05,7.2415e-05
DataValue,3.471e-05,0.0001078,2.473e-05,1.1184e-05,7.3785e-05,1.275e-05,3.295e-05,2.036e-05,2.969e-05,4.544e-05
DataValue,2.8275e-05,7.747e-05,2.379e-05,1.2745e-05,9.464e-05,1.8655e-05,3.184e-05,1.962e-05,0.00086175,4.712e-05
DataValue,2.886e-05,0.00028215,2.2355e-05,1.9815e-05,0.00011495,7.3325e-06,3.949e-05,1.414e-05,3.1805e-05,4.792e-05
DataValue,3.033e-05,0.00017395,2.342e-05,2.065e-05,8.943e-05,6.4955e-05,3.699e-05,1.4515e-05,3.3665e-05,4.058e-05
DataValue,2.889e-05,0.00016515,2.1665e-05,1.102e-05,7.125e-05,0.0001775,3.8155e-05,1.947e-05,0.00097185,5.5975e-05
DataValue,2.9065e-05,0.00010755,2.1055e-05,1.0539e-05,0.000101535,0.00028205,3.72e-05,1.414e-05,2.891e-05,6.025e-05
DataValue,2.97e-05,9.3785e-05,2.372e-05,1.7135e-05,0.000114665,2.6595e-05,3.933e-05,2.442e-05,3.399e-05,6.2955e-05
DataValue,3.321e-05,0.0001634,2.3045e-05,1.5695e-05,0.00012405,2.567e-05,3.9125e-05,1.13675e-05,2.522e-05,5.8395e-05
DataValue,3.0495e-05,0.0001168,2.37e-05,1.09905e-05,0.0001281,1.533e-05,3.4815e-05,2.086e-05,0.00117745,5.2e-05
DataValue,3.707e-05,0.00015395,2.163e-05,1.12125e-05,0.000104865,2.2005e-05,3.483e-05,1.04585e-05,2.612e-05,8.105e-05
DataValue,3.052e-05,7.788e-05,2.2075e-05,1.584e-05,0.0001031,2.932e-05,3.1995e-05,2.9115e-05,0.00100585,5.4675e-05
DataValue,3.3235e-05,7.045e-05,2.169e-05,1.33e-05,0.0001216,3.0085e-05,3.3865e-05,2.2695e-05,2.177e-05,9.264e-05
DataValue,3.6635e-05,0.00022115,2.399e-05,1.28e-05,1.2345e-05,6.909e-06,4.0055e-05,1.108e-05,0.00096365,1.887e-05
DataValue,3.3485e-05,0.0001656,2.4285e-05,1.037e-05,1.383e-05,0.00010017,3.52e-05,2.005e-05,3.0265e-05,2.1715e-05
DataValue,2.5605e-05,0.000100255,2.5365e-05,1.318e-05,7.214e-05,0.000189,3.2655e-05,1.5035e-05,3.1785e-05,1.802e-05
DataValue,3.254e-05,0.0001529,2.5655e-05,1.1269e-05,0.00011135,6.5705e-05,3.6865e-05,2.164e-05,3.2485e-05,1.808e-05
DataValue,3.052e-05,0.00020285,2.4255e-05,1.1455e-05,6.857e-05,0.0002524,3.531e-05,1.9675e-05,0.0010195,2.681e-05
DataValue,2.6e-05,0.0002645,2.55e-05,1.767e-05,0.000183,0.00018625,3.1585e-05,1.07695e-05,2.1525e-05,1.965e-05
DataValue,3.633e-05,0.000168,2.1995e-05,1.56e-05,0.00012975,0.00031225,3.4105e-05,2.267e-05,3.477e-05,1.051e-05
DataValue,2.832e-05,0.000103145,2.1475e-05,1.01595e-05,0.0001323,0.0003749,3.314e-05,2.9375e-05,3.446e-05,1.0233e-05
DataValue,2.6235e-05,0.00017595,2.5295e-05,8.721e-06,6.8315e-05,0.0003702,4.045e-05,2e-05,3.3405e-05,9.545e-06
DataValue,2.7875e-05,9.787e-05,2.054e-05,1.393e-05,7.139e-05,0.00033195,3.1685e-05,1.564e-05,2.001e-05,9.339e-06
DataValue,2.747e-05,1.063e-05,2.3085e-05,1.1895e-05,0.0001306,0.00020075,3.152e-05,1.7805e-05,2.4695e-05,1.0545e-05
DataValue,3.2055e-05,1.0551e-05,2.2625e-05,1.589e-05,0.00012085,0.00042235,3.1475e-05,1.8965e-05,2.629e-05,9.731e-06
DataValue,2.4915e-05,8.5815e-06,2.459e-05,1.361e-05,0.0001635,0.0001427,3.3775e-05,1.8055e-05,2.359e-05,1.0751e-05
DataValue,2.4575e-05,1.7435e-05,2.064e-05,1.3645e-05,0.0001131,0.00023165,3.2455e-05,1.3295e-05,1.761e-05,1.3425e-05
