DataName,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth
Units,V,V,V,V,V,V,V,V,V,V
Size,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm,170nm
Device,1,2,3,4,5,6,7,8,9,10
DataValue,1.62,1.74,1.78,1.7,1.54,1.82,1.5,1.7,1.78,1.74
DataValue,1.46,1.66,1.74,1.66,1.5,1.82,1.58,1.62,1.78,1.7
DataValue,1.46,1.66,1.74,1.66,1.5,1.82,1.54,1.62,1.78,1.7
DataValue,1.46,1.7,1.74,1.7,1.54,1.82,1.58,1.66,1.78,1.7
DataValue,1.46,1.7,1.74,1.66,1.54,1.82,1.58,1.66,1.78,1.66
DataValue,1.46,1.74,1.78,1.7,1.54,1.82,1.58,1.66,1.82,1.7
DataValue,1.5,1.74,1.78,1.7,1.5,1.82,1.62,1.66,1.78,1.66
DataValue,1.5,1.74,1.78,1.66,1.54,1.82,1.62,1.66,1.78,1.66
DataValue,1.46,1.74,1.78,1.7,1.5,1.82,1.62,1.66,1.82,1.66
DataValue,1.5,1.74,1.78,1.7,1.54,1.82,1.62,1.66,1.78,1.7
DataValue,1.5,1.74,1.78,1.7,1.5,1.82,1.62,1.66,1.82,1.7
DataValue,1.5,1.74,1.78,1.66,1.5,1.82,1.62,1.66,1.82,1.7
DataValue,1.46,1.74,1.78,1.66,1.5,1.82,1.62,1.66,1.82,1.7
DataValue,1.5,1.78,1.78,1.66,1.5,1.82,1.62,1.66,1.82,1.7
DataValue,1.5,1.78,1.78,1.66,1.54,1.82,1.62,1.7,1.82,1.7
DataValue,1.5,1.78,1.78,1.66,1.54,1.82,1.62,1.66,1.82,1.7
DataValue,1.5,1.78,1.78,1.66,1.54,1.82,1.66,1.66,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.54,1.82,1.66,1.7,1.82,1.66
DataValue,1.5,1.82,1.78,1.66,1.54,1.82,1.66,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.54,1.82,1.66,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.54,1.82,1.66,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.74,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.74,1.66,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.7,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.74,1.66,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.74,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.78,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.78,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.58,1.82,1.78,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.62,1.82,1.7,1.66,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.62,1.82,1.74,1.7,1.82,1.7
DataValue,1.54,1.82,1.78,1.7,1.62,1.82,1.7,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.74,1.62,1.82,1.7,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.74,1.66,1.82,1.7,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.7,1.62,1.8599999999999999,1.7,1.7,1.82,1.7
DataValue,1.54,1.8599999999999999,1.78,1.7,1.62,1.82,1.7,1.7,1.82,1.7
DataValue,1.5,1.82,1.78,1.74,1.66,1.8599999999999999,1.74,1.7,1.82,1.7
DataValue,1.54,1.82,1.78,1.74,1.66,1.8599999999999999,1.7,1.7,1.82,1.7
DataValue,1.54,1.82,1.78,1.74,1.62,1.8599999999999999,1.7,1.7,1.82,1.7
DataValue,1.54,1.82,1.78,1.74,1.66,1.8599999999999999,1.7,1.7,1.82,1.7
DataValue,1.54,1.82,1.78,1.74,1.66,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.78,1.78,1.66,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.74,1.78,1.7,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.78,1.78,1.7,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.7,1.78,1.7,1.8599999999999999,1.74,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.74,1.78,1.7,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.8599999999999999,1.7,1.82,1.7,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.78,1.7,1.82,1.7,1.8599999999999999,1.7,1.74,1.82,1.7
DataValue,1.54,1.78,1.66,1.82,1.7,1.8599999999999999,1.7,1.74,1.78,1.7
DataValue,1.54,1.78,1.58,1.82,1.74,1.8599999999999999,1.7,1.74,1.78,1.7
DataValue,1.54,1.78,1.62,1.82,1.74,1.8599999999999999,1.7,1.74,1.78,1.7
DataValue,1.54,1.78,1.66,1.82,1.74,1.8599999999999999,1.7,1.74,1.78,1.7
DataValue,1.54,1.78,1.54,1.82,1.78,1.8599999999999999,1.74,1.74,1.78,1.74
DataValue,1.54,1.82,1.5,1.82,1.74,1.8599999999999999,1.74,1.74,1.82,1.74
DataValue,1.54,1.82,1.58,1.8599999999999999,1.74,1.8599999999999999,1.74,1.74,1.82,1.74
DataValue,1.58,1.8599999999999999,1.54,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.74
DataValue,1.54,1.8599999999999999,1.5,1.8599999999999999,1.78,1.8599999999999999,1.74,1.78,1.82,1.74
DataValue,1.58,1.8599999999999999,1.54,1.8599999999999999,1.78,1.8599999999999999,1.78,1.74,1.82,1.7
DataValue,1.58,1.82,1.5,1.8599999999999999,1.78,1.8599999999999999,1.74,1.78,1.82,1.7
DataValue,1.58,1.82,1.46,1.8599999999999999,1.78,1.8599999999999999,1.74,1.78,1.82,1.7
DataValue,1.58,1.78,1.54,1.8599999999999999,1.78,1.8599999999999999,1.74,1.78,1.82,1.74
DataValue,1.58,1.82,1.5,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.5,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.42,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.5,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.5,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.8599999999999999,1.5,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.58,1.8599999999999999,1.78,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.58,1.8599999999999999,1.54,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.74
DataValue,1.58,1.8599999999999999,1.5,1.8599999999999999,1.82,1.8599999999999999,1.74,1.78,1.82,1.74
DataValue,1.62,1.8599999999999999,1.5,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.8599999999999999,1.5,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.9,1.5,1.8599999999999999,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.62,1.8599999999999999,1.5,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.8599999999999999,1.46,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.9,1.54,1.9,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.9,1.5,1.8599999999999999,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.8599999999999999,1.5,1.9,1.78,1.8599999999999999,1.78,1.78,1.62,1.7
DataValue,1.62,1.9,1.54,1.9,1.82,1.8599999999999999,1.78,1.78,1.78,1.74
DataValue,1.62,1.9,1.5,1.9,1.82,1.8599999999999999,1.78,1.78,1.78,1.7
DataValue,1.62,1.9,1.5,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.74
DataValue,1.62,1.9,1.46,1.9,1.82,1.8599999999999999,1.78,1.78,1.82,1.74
DataValue,1.62,1.9,1.38,1.9,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.9,1.46,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.62,1.9,1.34,1.9,1.82,1.8599999999999999,1.78,1.78,1.82,1.7
DataValue,1.62,1.9,1.42,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.62,1.9,1.42,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.66,1.9,1.5,1.94,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.62,1.9,1.54,1.78,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.66,1.9,1.5,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.66,1.9,1.5,1.94,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.7,1.9,1.54,1.94,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.7,1.9,1.62,1.9,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.7,1.9,1.62,1.94,1.82,1.8599999999999999,1.78,1.82,1.78,1.7
DataValue,1.7,1.9,1.58,1.94,1.82,1.8599999999999999,1.78,1.82,1.78,1.7
DataValue,1.7,1.9,1.58,1.94,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.7,1.82,1.58,1.94,1.82,1.8599999999999999,1.78,1.82,1.82,1.7
DataValue,1.7,1.78,1.62,1.94,1.82,1.8599999999999999,1.74,1.82,1.74,1.74
DataValue,1.7,1.78,1.66,1.94,1.82,1.8599999999999999,1.78,1.82,1.78,1.74
DataValue,1.7,1.82,1.62,1.94,1.82,1.8599999999999999,1.78,1.82,1.62,1.7
